"Date.Time"	"Phase"	"Temp.1"	"Ox.1"	"Temp.2"	"Ox.2"	"Temp.3"	"Ox.3"	"Temp.4"	"Ox.4"
"11/02/2020/09:58:29"	"F"	15.037	9.2486	15.037	9.1972	15.037	9.2991	15.037	9.1923
"11/02/2020/09:58:30"	"F"	15.033	9.2428	15.033	9.1978	15.033	9.306	15.033	9.1871
"11/02/2020/09:58:31"	"F"	15.03	9.241	15.03	9.1984	15.03	9.3073	15.03	9.1833
"11/02/2020/09:58:32"	"F"	15.032	9.2479	15.032	9.1931	15.032	9.3015	15.032	9.1806
"11/02/2020/09:58:33"	"F"	15.03	9.2526	15.03	9.1919	15.03	9.3011	15.03	9.1959
"11/02/2020/09:58:34"	"F"	15.038	9.2494	15.038	9.1907	15.038	9.2994	15.038	9.1877
"11/02/2020/09:58:35"	"F"	15.032	9.2495	15.032	9.1919	15.032	9.3029	15.032	9.1985
"11/02/2020/09:58:36"	"F"	15.034	9.2507	15.034	9.1881	15.034	9.3075	15.034	9.1855
"11/02/2020/09:58:37"	"F"	15.025	9.2588	15.025	9.1954	15.025	9.3066	15.025	9.1932
"11/02/2020/09:58:38"	"F"	15.036	9.2601	15.036	9.1918	15.036	9.3064	15.036	9.184
"11/02/2020/09:58:39"	"F"	15.034	9.2541	15.034	9.2001	15.034	9.2948	15.034	9.1938
"11/02/2020/09:58:40"	"F"	15.036	9.2551	15.036	9.1941	15.036	9.2972	15.036	9.1979
"11/02/2020/09:58:41"	"F"	15.029	9.2525	15.029	9.203	15.029	9.2966	15.029	9.1973
"11/02/2020/09:58:42"	"F"	15.03	9.2543	15.03	9.196	15.03	9.3004	15.03	9.1889
"11/02/2020/09:58:43"	"F"	15.02	9.2528	15.02	9.2039	15.02	9.2964	15.02	9.184
"11/02/2020/09:58:44"	"F"	15.021	9.259	15.021	9.1952	15.021	9.2957	15.021	9.1911
"11/02/2020/09:58:45"	"F"	15.02	9.2595	15.02	9.1999	15.02	9.2983	15.02	9.1876
"11/02/2020/09:58:46"	"F"	15.025	9.2614	15.025	9.1927	15.025	9.3046	15.025	9.1906
"11/02/2020/09:58:47"	"F"	15.023	9.2497	15.023	9.1973	15.023	9.3075	15.023	9.1905
"11/02/2020/09:58:48"	"F"	15.022	9.2516	15.022	9.1977	15.022	9.3103	15.022	9.1969
"11/02/2020/09:58:49"	"F"	15.031	9.2388	15.031	9.1988	15.031	9.3071	15.031	9.2032
"11/02/2020/09:58:50"	"F"	15.03	9.2356	15.03	9.1969	15.03	9.3102	15.03	9.2009
"11/02/2020/09:58:51"	"F"	15.034	9.2255	15.034	9.1972	15.034	9.3029	15.034	9.2023
"11/02/2020/09:58:52"	"F"	15.029	9.232	15.029	9.1975	15.029	9.3092	15.029	9.2035
"11/02/2020/09:58:53"	"F"	15.028	9.2272	15.028	9.2045	15.028	9.3013	15.028	9.2023
"11/02/2020/09:58:54"	"F"	15.02	9.2304	15.02	9.2015	15.02	9.3097	15.02	9.198
"11/02/2020/09:58:55"	"F"	15.021	9.2294	15.021	9.1994	15.021	9.3034	15.021	9.195
"11/02/2020/09:58:56"	"F"	15.023	9.2359	15.023	9.1919	15.023	9.3056	15.023	9.2
"11/02/2020/09:58:57"	"F"	15.024	9.2295	15.024	9.1964	15.024	9.2997	15.024	9.2077
"11/02/2020/09:58:58"	"F"	15.024	9.2255	15.024	9.1995	15.024	9.3	15.024	9.1959
"11/02/2020/09:58:59"	"F"	15.027	9.226	15.027	9.2008	15.027	9.3021	15.027	9.192
"11/02/2020/09:59:00"	"F"	15.03	9.2334	15.03	9.199	15.03	9.3053	15.03	9.19
"11/02/2020/09:59:01"	"F"	15.034	9.2334	15.034	9.2012	15.034	9.3055	15.034	9.1948
"11/02/2020/09:59:02"	"F"	15.032	9.2367	15.032	9.2023	15.032	9.3059	15.032	9.1943
"11/02/2020/09:59:03"	"F"	15.034	9.2359	15.034	9.1961	15.034	9.3039	15.034	9.1964
"11/02/2020/09:59:04"	"F"	15.029	9.2366	15.029	9.1921	15.029	9.3044	15.029	9.2004
"11/02/2020/09:59:05"	"F"	15.032	9.2338	15.032	9.1836	15.032	9.2993	15.032	9.1978
"11/02/2020/09:59:06"	"F"	15.033	9.2338	15.033	9.1838	15.033	9.2924	15.033	9.1927
"11/02/2020/09:59:07"	"F"	15.041	9.2335	15.041	9.1733	15.041	9.2911	15.041	9.1829
"11/02/2020/09:59:08"	"F"	15.04	9.2397	15.04	9.1699	15.04	9.2915	15.04	9.1885
"11/02/2020/09:59:09"	"F"	15.043	9.2416	15.043	9.1598	15.043	9.2919	15.043	9.1845
"11/02/2020/09:59:10"	"F"	15.037	9.2417	15.037	9.1619	15.037	9.2896	15.037	9.1979
"11/02/2020/09:59:11"	"F"	15.036	9.2405	15.036	9.1618	15.036	9.2909	15.036	9.1906
"11/02/2020/09:59:12"	"F"	15.034	9.237	15.034	9.1659	15.034	9.2933	15.034	9.19
"11/02/2020/09:59:13"	"F"	15.037	9.2329	15.037	9.1614	15.037	9.2977	15.037	9.1851
"11/02/2020/09:59:14"	"F"	15.044	9.2264	15.044	9.1545	15.044	9.291	15.044	9.1893
"11/02/2020/09:59:15"	"F"	15.042	9.2244	15.042	9.1499	15.042	9.2917	15.042	9.1939
"11/02/2020/09:59:16"	"F"	15.039	9.2356	15.039	9.1593	15.039	9.2877	15.039	9.1895
"11/02/2020/09:59:17"	"F"	15.031	9.2394	15.031	9.1631	15.031	9.2968	15.031	9.1968
"11/02/2020/09:59:18"	"F"	15.029	9.2505	15.029	9.1716	15.029	9.2975	15.029	9.2019
"11/02/2020/09:59:19"	"F"	15.026	9.2501	15.026	9.1659	15.026	9.3025	15.026	9.2012
"11/02/2020/09:59:20"	"F"	15.026	9.2484	15.026	9.1695	15.026	9.3001	15.026	9.1933
"11/02/2020/09:59:21"	"F"	15.035	9.2372	15.035	9.1659	15.035	9.2908	15.035	9.1814
"11/02/2020/09:59:22"	"F"	15.039	9.2359	15.039	9.1676	15.039	9.2831	15.039	9.1831
"11/02/2020/09:59:23"	"F"	15.039	9.2343	15.039	9.1711	15.039	9.2757	15.039	9.1892
"11/02/2020/09:59:24"	"F"	15.033	9.2372	15.033	9.1702	15.033	9.2742	15.033	9.1986
"11/02/2020/09:59:25"	"F"	15.039	9.2315	15.039	9.1689	15.039	9.2647	15.039	9.2054
"11/02/2020/09:59:26"	"F"	15.036	9.2345	15.036	9.1677	15.036	9.2609	15.036	9.2003
"11/02/2020/09:59:27"	"F"	15.041	9.2415	15.041	9.165	15.041	9.2549	15.041	9.193
"11/02/2020/09:59:28"	"F"	15.033	9.2419	15.033	9.1674	15.033	9.2486	15.033	9.1843
"11/02/2020/09:59:29"	"F"	15.037	9.2438	15.037	9.1761	15.037	9.2482	15.037	9.1889
"11/02/2020/09:59:30"	"F"	15.036	9.2388	15.036	9.1819	15.036	9.2492	15.036	9.1899
"11/02/2020/09:59:31"	"F"	15.037	9.246	15.037	9.1884	15.037	9.2532	15.037	9.2061
"11/02/2020/09:59:32"	"F"	15.043	9.2368	15.043	9.1801	15.043	9.2477	15.043	9.1868
"11/02/2020/09:59:33"	"F"	15.057	9.2362	15.057	9.1777	15.057	9.2465	15.057	9.1859
"11/02/2020/09:59:34"	"F"	15.058	9.2288	15.058	9.174	15.058	9.2447	15.058	9.1685
"11/02/2020/09:59:35"	"F"	15.053	9.2405	15.053	9.1736	15.053	9.2456	15.053	9.1803
"11/02/2020/09:59:36"	"F"	15.038	9.2402	15.038	9.175	15.038	9.2456	15.038	9.1818
"11/02/2020/09:59:37"	"F"	15.033	9.2429	15.033	9.1819	15.033	9.2477	15.033	9.1863
"11/02/2020/09:59:38"	"F"	15.037	9.2413	15.037	9.1831	15.037	9.2454	15.037	9.1853
"11/02/2020/09:59:39"	"F"	15.035	9.2494	15.035	9.1881	15.035	9.2481	15.035	9.1928
"11/02/2020/09:59:40"	"F"	15.036	9.2535	15.036	9.1906	15.036	9.2506	15.036	9.2035
"11/02/2020/09:59:41"	"F"	15.036	9.2543	15.036	9.189	15.036	9.2561	15.036	9.2032
"11/02/2020/09:59:42"	"F"	15.036	9.2484	15.036	9.1941	15.036	9.2614	15.036	9.2033
"11/02/2020/09:59:43"	"F"	15.036	9.2431	15.036	9.189	15.036	9.2582	15.036	9.198
"11/02/2020/09:59:44"	"F"	15.035	9.2388	15.035	9.1943	15.035	9.2604	15.035	9.1921
"11/02/2020/09:59:45"	"F"	15.036	9.2378	15.036	9.1885	15.036	9.2529	15.036	9.1843
"11/02/2020/09:59:46"	"F"	15.045	9.2398	15.045	9.1898	15.045	9.2581	15.045	9.1653
"11/02/2020/09:59:47"	"F"	15.045	9.2381	15.045	9.192	15.045	9.2546	15.045	9.1658
"11/02/2020/09:59:48"	"F"	15.059	9.2377	15.059	9.1908	15.059	9.2532	15.059	9.158
"11/02/2020/09:59:49"	"F"	15.051	9.2407	15.051	9.1938	15.051	9.2524	15.051	9.1537
"11/02/2020/09:59:50"	"F"	15.057	9.238	15.057	9.1894	15.057	9.2529	15.057	9.1498
"11/02/2020/09:59:51"	"F"	15.05	9.244	15.05	9.1928	15.05	9.264	15.05	9.1477
"11/02/2020/09:59:52"	"F"	15.051	9.2494	15.051	9.1934	15.051	9.2633	15.051	9.1626
"11/02/2020/09:59:53"	"F"	15.041	9.2584	15.041	9.206	15.041	9.2661	15.041	9.1643
"11/02/2020/09:59:54"	"F"	15.048	9.2541	15.048	9.2048	15.048	9.2592	15.048	9.1519
"11/02/2020/09:59:55"	"F"	15.053	9.24	15.053	9.1974	15.053	9.2621	15.053	9.1432
"11/02/2020/09:59:56"	"F"	15.057	9.2435	15.057	9.1922	15.057	9.2649	15.057	9.1453
"11/02/2020/09:59:57"	"F"	15.06	9.2457	15.06	9.1882	15.06	9.2657	15.06	9.1572
"11/02/2020/09:59:58"	"F"	15.061	9.2519	15.061	9.1981	15.061	9.2624	15.061	9.1598
"11/02/2020/09:59:59"	"F"	15.066	9.2518	15.066	9.1937	15.066	9.2555	15.066	9.1562
"11/02/2020/10:00:00"	"F"	15.064	9.2438	15.064	9.1998	15.064	9.258	15.064	9.159
"11/02/2020/10:00:01"	"F"	15.075	9.2396	15.075	9.1936	15.075	9.2582	15.075	9.1514
"11/02/2020/10:00:02"	"F"	15.078	9.2284	15.078	9.197	15.078	9.265	15.078	9.1514
"11/02/2020/10:00:03"	"F"	15.073	9.2369	15.073	9.2024	15.073	9.2636	15.073	9.1467
"11/02/2020/10:00:04"	"F"	15.058	9.2409	15.058	9.2056	15.058	9.2679	15.058	9.1558
"11/02/2020/10:00:05"	"F"	15.057	9.2417	15.057	9.2103	15.057	9.2666	15.057	9.1522
"11/02/2020/10:00:06"	"F"	15.056	9.2409	15.056	9.2108	15.056	9.2666	15.056	9.1591
"11/02/2020/10:00:07"	"F"	15.063	9.2405	15.063	9.2104	15.063	9.2628	15.063	9.1641
"11/02/2020/10:00:08"	"F"	15.061	9.2441	15.061	9.2064	15.061	9.2628	15.061	9.1669
"11/02/2020/10:00:09"	"F"	15.064	9.2425	15.064	9.2054	15.064	9.2668	15.064	9.1612
"11/02/2020/10:00:10"	"F"	15.065	9.2405	15.065	9.2074	15.065	9.2742	15.065	9.1583
"11/02/2020/10:00:11"	"F"	15.074	9.2389	15.074	9.21	15.074	9.2717	15.074	9.1581
"11/02/2020/10:00:12"	"F"	15.07	9.2387	15.07	9.2061	15.07	9.2706	15.07	9.1655
"11/02/2020/10:00:13"	"F"	15.068	9.2401	15.068	9.2066	15.068	9.2652	15.068	9.1668
"11/02/2020/10:00:14"	"F"	15.052	9.2383	15.052	9.2111	15.052	9.2722	15.052	9.1681
"11/02/2020/10:00:15"	"F"	15.055	9.2364	15.055	9.2187	15.055	9.2729	15.055	9.1682
"11/02/2020/10:00:16"	"F"	15.056	9.2416	15.056	9.2193	15.056	9.2766	15.056	9.1688
"11/02/2020/10:00:17"	"F"	15.062	9.2416	15.062	9.2122	15.062	9.2757	15.062	9.1744
"11/02/2020/10:00:18"	"F"	15.064	9.2429	15.064	9.2093	15.064	9.2742	15.064	9.1718
"11/02/2020/10:00:19"	"F"	15.07	9.2392	15.07	9.2051	15.07	9.2747	15.07	9.1654
"11/02/2020/10:00:20"	"F"	15.071	9.246	15.071	9.2093	15.071	9.2758	15.071	9.1611
"11/02/2020/10:00:21"	"F"	15.062	9.2526	15.062	9.2142	15.062	9.2793	15.062	9.1604
"11/02/2020/10:00:22"	"F"	15.057	9.2551	15.057	9.2159	15.057	9.2737	15.057	9.1659
"11/02/2020/10:00:23"	"F"	15.058	9.2597	15.058	9.2131	15.058	9.279	15.058	9.1664
"11/02/2020/10:00:24"	"F"	15.065	9.2527	15.065	9.2047	15.065	9.2754	15.065	9.1681
"11/02/2020/10:00:25"	"F"	15.068	9.2494	15.068	9.2086	15.068	9.2831	15.068	9.1685
"11/02/2020/10:00:26"	"F"	15.068	9.2403	15.068	9.208	15.068	9.278	15.068	9.17
"11/02/2020/10:00:27"	"F"	15.066	9.2453	15.066	9.2147	15.066	9.2782	15.066	9.1732
"11/02/2020/10:00:28"	"F"	15.063	9.2475	15.063	9.2163	15.063	9.2748	15.063	9.1642
"11/02/2020/10:00:29"	"F"	15.064	9.2475	15.064	9.2206	15.064	9.2774	15.064	9.167
"11/02/2020/10:00:30"	"F"	15.068	9.2412	15.068	9.2146	15.068	9.284	15.068	9.1658
"11/02/2020/10:00:31"	"F"	15.065	9.2394	15.065	9.2095	15.065	9.2876	15.065	9.1688
"11/02/2020/10:00:32"	"F"	15.064	9.2462	15.064	9.212	15.064	9.2868	15.064	9.1675
"11/02/2020/10:00:33"	"F"	15.062	9.25	15.062	9.2239	15.062	9.2854	15.062	9.1634
"11/02/2020/10:00:34"	"F"	15.057	9.2512	15.057	9.236	15.057	9.2843	15.057	9.1667
"11/02/2020/10:00:35"	"F"	15.057	9.2481	15.057	9.2351	15.057	9.2834	15.057	9.1669
"11/02/2020/10:00:36"	"F"	15.058	9.247	15.058	9.2335	15.058	9.2807	15.058	9.1701
"11/02/2020/10:00:37"	"F"	15.063	9.245	15.063	9.227	15.063	9.2849	15.063	9.1802
"11/02/2020/10:00:38"	"F"	15.062	9.2413	15.062	9.2346	15.062	9.2843	15.062	9.1845
"11/02/2020/10:00:39"	"F"	15.06	9.2381	15.06	9.228	15.06	9.2859	15.06	9.1838
"11/02/2020/10:00:40"	"F"	15.06	9.2401	15.06	9.2305	15.06	9.285	15.06	9.1745
"11/02/2020/10:00:41"	"F"	15.061	9.2451	15.061	9.2248	15.061	9.2915	15.061	9.168
"11/02/2020/10:00:42"	"F"	15.06	9.2488	15.06	9.2299	15.06	9.2968	15.06	9.1705
"11/02/2020/10:00:43"	"F"	15.066	9.2456	15.066	9.236	15.066	9.2927	15.066	9.1738
"11/02/2020/10:00:44"	"F"	15.071	9.2566	15.071	9.2277	15.071	9.2876	15.071	9.1777
"11/02/2020/10:00:45"	"F"	15.073	9.2601	15.073	9.2334	15.073	9.2913	15.073	9.168
"11/02/2020/10:00:46"	"F"	15.069	9.2704	15.069	9.2257	15.069	9.2942	15.069	9.1681
"11/02/2020/10:00:47"	"F"	15.065	9.2614	15.065	9.2328	15.065	9.2938	15.065	9.1606
"11/02/2020/10:00:48"	"F"	15.071	9.2562	15.071	9.2315	15.071	9.2835	15.071	9.1685
"11/02/2020/10:00:49"	"F"	15.07	9.2559	15.07	9.2363	15.07	9.2821	15.07	9.1733
"11/02/2020/10:00:50"	"F"	15.07	9.2492	15.07	9.2398	15.07	9.2816	15.07	9.1818
"11/02/2020/10:00:51"	"F"	15.063	9.2566	15.063	9.2406	15.063	9.2828	15.063	9.1893
"11/02/2020/10:00:52"	"F"	15.068	9.2502	15.068	9.2386	15.068	9.2858	15.068	9.19
"11/02/2020/10:00:53"	"F"	15.07	9.257	15.07	9.234	15.07	9.2857	15.07	9.1864
"11/02/2020/10:00:54"	"F"	15.073	9.2566	15.073	9.2272	15.073	9.2867	15.073	9.1852
"11/02/2020/10:00:55"	"F"	15.071	9.257	15.071	9.238	15.071	9.2849	15.071	9.1812
"11/02/2020/10:00:56"	"F"	15.066	9.2577	15.066	9.2435	15.066	9.2921	15.066	9.1886
"11/02/2020/10:00:57"	"F"	15.061	9.2552	15.061	9.2472	15.061	9.2958	15.061	9.1887
"11/02/2020/10:00:58"	"F"	15.064	9.2564	15.064	9.2309	15.064	9.2942	15.064	9.1873
"11/02/2020/10:00:59"	"F"	15.068	9.2546	15.068	9.2255	15.068	9.2921	15.068	9.1905
"11/02/2020/10:01:00"	"F"	15.077	9.2477	15.077	9.2247	15.077	9.2874	15.077	9.1897
"11/02/2020/10:01:01"	"F"	15.076	9.2477	15.076	9.2253	15.076	9.2935	15.076	9.1987
"11/02/2020/10:01:02"	"F"	15.075	9.2466	15.075	9.2368	15.075	9.2953	15.075	9.1823
"11/02/2020/10:01:03"	"F"	15.069	9.2499	15.069	9.2466	15.069	9.3042	15.069	9.1825
"11/02/2020/10:01:04"	"F"	15.065	9.25	15.065	9.2535	15.065	9.3049	15.065	9.1798
"11/02/2020/10:01:05"	"F"	15.065	9.2506	15.065	9.2464	15.065	9.3038	15.065	9.1959
"11/02/2020/10:01:06"	"F"	15.071	9.2545	15.071	9.2384	15.071	9.2986	15.071	9.1947
"11/02/2020/10:01:07"	"F"	15.068	9.2536	15.068	9.2462	15.068	9.298	15.068	9.1941
"11/02/2020/10:01:08"	"F"	15.067	9.2472	15.067	9.2506	15.067	9.2974	15.067	9.1867
"11/02/2020/10:01:09"	"F"	15.063	9.2523	15.063	9.2582	15.063	9.2981	15.063	9.1808
"11/02/2020/10:01:10"	"F"	15.061	9.2576	15.061	9.2567	15.061	9.3014	15.061	9.1812
"11/02/2020/10:01:11"	"F"	15.061	9.2665	15.061	9.257	15.061	9.2992	15.061	9.1833
"11/02/2020/10:01:12"	"F"	15.068	9.2616	15.068	9.2505	15.068	9.3006	15.068	9.1833
"11/02/2020/10:01:13"	"F"	15.076	9.2525	15.076	9.2494	15.076	9.3	15.076	9.1892
"11/02/2020/10:01:14"	"F"	15.079	9.25	15.079	9.2486	15.079	9.304	15.079	9.1833
"11/02/2020/10:01:15"	"F"	15.073	9.2455	15.073	9.2475	15.073	9.3068	15.073	9.1855
"11/02/2020/10:01:16"	"F"	15.076	9.251	15.076	9.2488	15.076	9.3078	15.076	9.1753
"11/02/2020/10:01:17"	"F"	15.072	9.2565	15.072	9.2441	15.072	9.3116	15.072	9.1824
"11/02/2020/10:01:18"	"F"	15.063	9.2613	15.063	9.2542	15.063	9.3155	15.063	9.1931
"11/02/2020/10:01:19"	"F"	15.061	9.2627	15.061	9.2564	15.061	9.3148	15.061	9.1907
"11/02/2020/10:01:20"	"F"	15.057	9.26	15.057	9.257	15.057	9.3169	15.057	9.1982
"11/02/2020/10:01:21"	"F"	15.066	9.2648	15.066	9.2551	15.066	9.3124	15.066	9.192
"11/02/2020/10:01:22"	"F"	15.074	9.2574	15.074	9.2457	15.074	9.3084	15.074	9.1959
"11/02/2020/10:01:23"	"F"	15.082	9.2546	15.082	9.2472	15.082	9.2986	15.082	9.1885
"11/02/2020/10:01:24"	"F"	15.088	9.254	15.088	9.2435	15.088	9.301	15.088	9.1977
"11/02/2020/10:01:25"	"F"	15.078	9.2655	15.078	9.2524	15.078	9.3069	15.078	9.2019
"11/02/2020/10:01:26"	"F"	15.078	9.2667	15.078	9.2538	15.078	9.3145	15.078	9.2047
"11/02/2020/10:01:27"	"F"	15.075	9.2664	15.075	9.2574	15.075	9.3127	15.075	9.2004
"11/02/2020/10:01:28"	"F"	15.081	9.2612	15.081	9.2489	15.081	9.3102	15.081	9.1995
"11/02/2020/10:01:29"	"F"	15.074	9.2675	15.074	9.2529	15.074	9.3069	15.074	9.198
"11/02/2020/10:01:30"	"F"	15.069	9.2678	15.069	9.2527	15.069	9.3123	15.069	9.1972
"11/02/2020/10:01:31"	"F"	15.065	9.2633	15.065	9.2562	15.065	9.3144	15.065	9.1981
"11/02/2020/10:01:32"	"F"	15.073	9.2548	15.073	9.2583	15.073	9.3174	15.073	9.2015
"11/02/2020/10:01:33"	"F"	15.076	9.2515	15.076	9.2581	15.076	9.3158	15.076	9.1985
"11/02/2020/10:01:34"	"F"	15.073	9.2548	15.073	9.2642	15.073	9.3142	15.073	9.1995
"11/02/2020/10:01:35"	"F"	15.073	9.2556	15.073	9.2599	15.073	9.3139	15.073	9.2043
"11/02/2020/10:01:36"	"F"	15.07	9.2563	15.07	9.257	15.07	9.3169	15.07	9.2096
"11/02/2020/10:01:37"	"F"	15.075	9.2611	15.075	9.2508	15.075	9.3129	15.075	9.2064
"11/02/2020/10:01:38"	"F"	15.071	9.2641	15.071	9.2536	15.071	9.3109	15.071	9.2038
"11/02/2020/10:01:39"	"F"	15.073	9.262	15.073	9.2553	15.073	9.3081	15.073	9.1955
"11/02/2020/10:01:40"	"F"	15.073	9.2541	15.073	9.2531	15.073	9.3166	15.073	9.1899
"11/02/2020/10:01:41"	"F"	15.074	9.2634	15.074	9.2545	15.074	9.3264	15.074	9.1919
"11/02/2020/10:01:42"	"F"	15.078	9.265	15.078	9.256	15.078	9.3269	15.078	9.2039
"11/02/2020/10:01:43"	"F"	15.075	9.2813	15.075	9.2607	15.075	9.3206	15.075	9.2165
"11/02/2020/10:01:44"	"F"	15.074	9.2795	15.074	9.2618	15.074	9.3138	15.074	9.2135
"11/02/2020/10:01:45"	"F"	15.068	9.2796	15.068	9.2607	15.068	9.3113	15.068	9.2168
"11/02/2020/10:01:46"	"F"	15.07	9.2651	15.07	9.2641	15.07	9.3121	15.07	9.2132
"11/02/2020/10:01:47"	"F"	15.073	9.2494	15.073	9.2639	15.073	9.3117	15.073	9.2112
"11/02/2020/10:01:48"	"F"	15.077	9.2532	15.077	9.2638	15.077	9.3166	15.077	9.2067
"11/02/2020/10:01:49"	"F"	15.079	9.2587	15.079	9.265	15.079	9.3207	15.079	9.2036
"11/02/2020/10:01:50"	"F"	15.084	9.2639	15.084	9.2651	15.084	9.3191	15.084	9.2046
"11/02/2020/10:01:51"	"F"	15.084	9.2668	15.084	9.2592	15.084	9.3211	15.084	9.1985
"11/02/2020/10:01:52"	"F"	15.082	9.2655	15.082	9.2563	15.082	9.3235	15.082	9.1989
"11/02/2020/10:01:53"	"F"	15.082	9.2617	15.082	9.2485	15.082	9.3284	15.082	9.2021
"11/02/2020/10:01:54"	"F"	15.075	9.2549	15.075	9.2533	15.075	9.3275	15.075	9.2076
"11/02/2020/10:01:55"	"F"	15.076	9.2538	15.076	9.2544	15.076	9.3287	15.076	9.2145
"11/02/2020/10:01:56"	"F"	15.076	9.2596	15.076	9.2557	15.076	9.3281	15.076	9.2068
"11/02/2020/10:01:57"	"F"	15.083	9.2594	15.083	9.2504	15.083	9.3174	15.083	9.2094
"11/02/2020/10:01:58"	"F"	15.083	9.2566	15.083	9.2428	15.083	9.3134	15.083	9.1987
"11/02/2020/10:01:59"	"F"	15.085	9.2612	15.085	9.2463	15.085	9.3067	15.085	9.1977
"11/02/2020/10:02:00"	"F"	15.092	9.2586	15.092	9.2468	15.092	9.3123	15.092	9.1941
"11/02/2020/10:02:01"	"F"	15.094	9.268	15.094	9.2438	15.094	9.3144	15.094	9.2
"11/02/2020/10:02:02"	"F"	15.089	9.2585	15.089	9.2493	15.089	9.3156	15.089	9.2072
"11/02/2020/10:02:03"	"F"	15.082	9.261	15.082	9.262	15.082	9.3164	15.082	9.2049
"11/02/2020/10:02:04"	"F"	15.083	9.2545	15.083	9.2687	15.083	9.3105	15.083	9.2001
"11/02/2020/10:02:05"	"F"	15.087	9.2555	15.087	9.2663	15.087	9.3107	15.087	9.1941
"11/02/2020/10:02:06"	"F"	15.091	9.2545	15.091	9.26	15.091	9.3156	15.091	9.1967
"11/02/2020/10:02:07"	"F"	15.087	9.258	15.087	9.2618	15.087	9.3211	15.087	9.2019
"11/02/2020/10:02:08"	"F"	15.081	9.2618	15.081	9.2612	15.081	9.3324	15.081	9.2131
"11/02/2020/10:02:09"	"F"	15.079	9.2643	15.079	9.2669	15.079	9.3307	15.079	9.2145
"11/02/2020/10:02:10"	"F"	15.082	9.2616	15.082	9.2697	15.082	9.3322	15.082	9.2163
"11/02/2020/10:02:11"	"F"	15.084	9.2667	15.084	9.2704	15.084	9.3227	15.084	9.2132
"11/02/2020/10:02:12"	"F"	15.075	9.268	15.075	9.2692	15.075	9.3245	15.075	9.2172
"11/02/2020/10:02:13"	"F"	15.078	9.2655	15.078	9.2668	15.078	9.3171	15.078	9.2215
"11/02/2020/10:02:14"	"F"	15.077	9.2579	15.077	9.2651	15.077	9.3204	15.077	9.2305
"11/02/2020/10:02:15"	"F"	15.087	9.2549	15.087	9.2643	15.087	9.3152	15.087	9.2295
"11/02/2020/10:02:16"	"F"	15.085	9.2554	15.085	9.2665	15.085	9.3235	15.085	9.2209
"11/02/2020/10:02:17"	"F"	15.085	9.2563	15.085	9.2677	15.085	9.325	15.085	9.2024
"11/02/2020/10:02:18"	"F"	15.083	9.2556	15.083	9.2686	15.083	9.3293	15.083	9.1982
"11/02/2020/10:02:19"	"F"	15.078	9.2633	15.078	9.2724	15.078	9.3311	15.078	9.2046
"11/02/2020/10:02:20"	"F"	15.082	9.2649	15.082	9.2702	15.082	9.331	15.082	9.2126
"11/02/2020/10:02:21"	"F"	15.088	9.264	15.088	9.2677	15.088	9.3259	15.088	9.2169
"11/02/2020/10:02:22"	"F"	15.092	9.2585	15.092	9.2647	15.092	9.3224	15.092	9.2115
"11/02/2020/10:02:23"	"F"	15.087	9.2574	15.087	9.2681	15.087	9.3278	15.087	9.2169
