"Date.Time"	"Phase"	"Temp.1"	"Ox.1"	"Temp.2"	"Ox.2"	"Temp.3"	"Ox.3"	"Temp.4"	"Ox.4"
"11/02/2020/10:09:00"	"F"	15.16	9.2746	15.16	9.302	15.16	9.3612	15.16	9.2457
"11/02/2020/10:09:01"	"F"	15.164	9.2694	15.164	9.3027	15.164	9.3602	15.164	9.2651
"11/02/2020/10:09:02"	"F"	15.159	9.2845	15.159	9.296	15.159	9.3598	15.159	9.2635
"11/02/2020/10:09:03"	"F"	15.16	9.2798	15.16	9.2987	15.16	9.3656	15.16	9.2789
"11/02/2020/10:09:04"	"F"	15.161	9.282	15.161	9.2913	15.161	9.3667	15.161	9.2636
"11/02/2020/10:09:05"	"F"	15.155	9.2721	15.155	9.2922	15.155	9.3699	15.155	9.2665
"11/02/2020/10:09:06"	"F"	15.157	9.2728	15.157	9.2889	15.157	9.3694	15.157	9.2521
"11/02/2020/10:09:07"	"F"	15.159	9.2837	15.159	9.2898	15.159	9.3678	15.159	9.2536
"11/02/2020/10:09:08"	"F"	15.173	9.2829	15.173	9.2923	15.173	9.3607	15.173	9.2448
"11/02/2020/10:09:09"	"F"	15.168	9.2878	15.168	9.2922	15.168	9.3674	15.168	9.2492
"11/02/2020/10:09:10"	"F"	15.165	9.2834	15.165	9.2918	15.165	9.3656	15.165	9.2438
"11/02/2020/10:09:11"	"F"	15.153	9.2843	15.153	9.2916	15.153	9.3744	15.153	9.2565
"11/02/2020/10:09:12"	"F"	15.151	9.283	15.151	9.2906	15.151	9.3634	15.151	9.2547
"11/02/2020/10:09:13"	"F"	15.151	9.283	15.151	9.2887	15.151	9.3703	15.151	9.2583
"11/02/2020/10:09:14"	"F"	15.156	9.289	15.156	9.2883	15.156	9.3674	15.156	9.2538
"11/02/2020/10:09:15"	"F"	15.161	9.2864	15.161	9.2905	15.161	9.3682	15.161	9.2492
"11/02/2020/10:09:16"	"F"	15.16	9.2886	15.16	9.2919	15.16	9.3593	15.16	9.2539
"11/02/2020/10:09:17"	"F"	15.163	9.2836	15.163	9.2905	15.163	9.3591	15.163	9.2518
"11/02/2020/10:09:18"	"F"	15.166	9.2874	15.166	9.2943	15.166	9.3602	15.166	9.2658
"11/02/2020/10:09:19"	"F"	15.166	9.2892	15.166	9.2969	15.166	9.3649	15.166	9.2689
"11/02/2020/10:09:20"	"F"	15.168	9.2929	15.168	9.2967	15.168	9.3579	15.168	9.2715
"11/02/2020/10:09:21"	"F"	15.159	9.296	15.159	9.2916	15.159	9.3582	15.159	9.2649
"11/02/2020/10:09:22"	"F"	15.166	9.2906	15.166	9.2862	15.166	9.3536	15.166	9.2579
"11/02/2020/10:09:23"	"F"	15.171	9.2825	15.171	9.2855	15.171	9.3528	15.171	9.2498
"11/02/2020/10:09:24"	"F"	15.174	9.275	15.174	9.284	15.174	9.3572	15.174	9.2435
"11/02/2020/10:09:25"	"F"	15.166	9.2738	15.166	9.2833	15.166	9.358	15.166	9.244
"11/02/2020/10:09:26"	"F"	15.159	9.2753	15.159	9.2763	15.159	9.3638	15.159	9.2478
"11/02/2020/10:09:27"	"F"	15.165	9.276	15.165	9.2745	15.165	9.358	15.165	9.2553
"11/02/2020/10:09:28"	"F"	15.162	9.2813	15.162	9.2775	15.162	9.3601	15.162	9.262
"11/02/2020/10:09:29"	"F"	15.16	9.2848	15.16	9.2867	15.16	9.3586	15.16	9.2678
"11/02/2020/10:09:30"	"F"	15.162	9.2787	15.162	9.2921	15.162	9.3606	15.162	9.2729
"11/02/2020/10:09:31"	"F"	15.162	9.275	15.162	9.2947	15.162	9.3612	15.162	9.267
"11/02/2020/10:09:32"	"F"	15.16	9.278	15.16	9.2952	15.16	9.3654	15.16	9.2531
"11/02/2020/10:09:33"	"F"	15.157	9.2918	15.157	9.2923	15.157	9.3662	15.157	9.2433
"11/02/2020/10:09:34"	"F"	15.161	9.2871	15.161	9.3015	15.161	9.3681	15.161	9.2417
"11/02/2020/10:09:35"	"F"	15.163	9.2812	15.163	9.2999	15.163	9.3682	15.163	9.2508
"11/02/2020/10:09:36"	"F"	15.159	9.2785	15.159	9.3062	15.159	9.372	15.159	9.2496
"11/02/2020/10:09:37"	"F"	15.159	9.2791	15.159	9.2906	15.159	9.3702	15.159	9.2474
"11/02/2020/10:09:38"	"F"	15.162	9.2841	15.162	9.2879	15.162	9.3704	15.162	9.2522
"11/02/2020/10:09:39"	"F"	15.159	9.2817	15.159	9.2797	15.159	9.3723	15.159	9.2566
"11/02/2020/10:09:40"	"F"	15.164	9.2883	15.164	9.2773	15.164	9.368	15.164	9.2576
"11/02/2020/10:09:41"	"F"	15.164	9.2848	15.164	9.273	15.164	9.3648	15.164	9.2589
"11/02/2020/10:09:42"	"F"	15.173	9.2825	15.173	9.2815	15.173	9.3577	15.173	9.2627
"11/02/2020/10:09:43"	"F"	15.173	9.2782	15.173	9.2812	15.173	9.3596	15.173	9.2651
"11/02/2020/10:09:44"	"F"	15.173	9.2791	15.173	9.2844	15.173	9.3546	15.173	9.2605
"11/02/2020/10:09:45"	"F"	15.166	9.276	15.166	9.2774	15.166	9.3553	15.166	9.2571
"11/02/2020/10:09:46"	"F"	15.158	9.2763	15.158	9.2918	15.158	9.3609	15.158	9.2666
"11/02/2020/10:09:47"	"F"	15.157	9.2791	15.157	9.299	15.157	9.3633	15.157	9.2679
"11/02/2020/10:09:48"	"F"	15.157	9.2819	15.157	9.3024	15.157	9.3639	15.157	9.2625
"11/02/2020/10:09:49"	"F"	15.162	9.2863	15.162	9.299	15.162	9.3633	15.162	9.2554
"11/02/2020/10:09:50"	"F"	15.163	9.2895	15.163	9.2949	15.163	9.3646	15.163	9.2546
"11/02/2020/10:09:51"	"F"	15.163	9.2941	15.163	9.2982	15.163	9.3668	15.163	9.2594
"11/02/2020/10:09:52"	"F"	15.156	9.2977	15.156	9.301	15.156	9.3699	15.156	9.2673
"11/02/2020/10:09:53"	"F"	15.157	9.2946	15.157	9.303	15.157	9.371	15.157	9.2715
"11/02/2020/10:09:54"	"F"	15.162	9.2965	15.162	9.2952	15.162	9.3697	15.162	9.2708
"11/02/2020/10:09:55"	"F"	15.163	9.2886	15.163	9.2922	15.163	9.3676	15.163	9.26
"11/02/2020/10:09:56"	"F"	15.164	9.2857	15.164	9.2921	15.164	9.3664	15.164	9.2486
"11/02/2020/10:09:57"	"F"	15.158	9.2881	15.158	9.2929	15.158	9.3666	15.158	9.248
"11/02/2020/10:09:58"	"F"	15.162	9.2929	15.162	9.2854	15.162	9.3591	15.162	9.2497
"11/02/2020/10:09:59"	"F"	15.159	9.2959	15.159	9.2831	15.159	9.363	15.159	9.2576
"11/02/2020/10:10:00"	"F"	15.163	9.2889	15.163	9.2809	15.163	9.3596	15.163	9.2619
"11/02/2020/10:10:01"	"F"	15.167	9.2911	15.167	9.2833	15.167	9.3606	15.167	9.2621
"11/02/2020/10:10:02"	"F"	15.168	9.2929	15.168	9.2854	15.168	9.3584	15.168	9.2631
"11/02/2020/10:10:03"	"F"	15.171	9.2958	15.171	9.2874	15.171	9.361	15.171	9.2589
"11/02/2020/10:10:04"	"F"	15.165	9.293	15.165	9.2866	15.165	9.3636	15.165	9.2642
"11/02/2020/10:10:05"	"F"	15.168	9.2856	15.168	9.2818	15.168	9.364	15.168	9.2598
"11/02/2020/10:10:06"	"F"	15.17	9.2817	15.17	9.2808	15.17	9.3618	15.17	9.2601
"11/02/2020/10:10:07"	"F"	15.176	9.2789	15.176	9.2864	15.176	9.3592	15.176	9.2465
"11/02/2020/10:10:08"	"F"	15.172	9.2856	15.172	9.2914	15.172	9.3589	15.172	9.2547
"11/02/2020/10:10:09"	"F"	15.173	9.2897	15.173	9.2938	15.173	9.3618	15.173	9.2561
"11/02/2020/10:10:10"	"F"	15.173	9.2888	15.173	9.293	15.173	9.3601	15.173	9.2658
"11/02/2020/10:10:11"	"F"	15.173	9.2856	15.173	9.2896	15.173	9.3618	15.173	9.2575
"11/02/2020/10:10:12"	"F"	15.176	9.2781	15.176	9.291	15.176	9.3607	15.176	9.2607
"11/02/2020/10:10:13"	"F"	15.176	9.2764	15.176	9.286	15.176	9.3684	15.176	9.2633
"11/02/2020/10:10:14"	"F"	15.177	9.2778	15.177	9.2885	15.177	9.367	15.177	9.2656
"11/02/2020/10:10:15"	"F"	15.171	9.2787	15.171	9.2846	15.171	9.3625	15.171	9.2655
"11/02/2020/10:10:16"	"F"	15.173	9.283	15.173	9.2869	15.173	9.3521	15.173	9.2583
"11/02/2020/10:10:17"	"F"	15.177	9.2814	15.177	9.2837	15.177	9.3562	15.177	9.2594
"11/02/2020/10:10:18"	"F"	15.17	9.2848	15.17	9.2962	15.17	9.3665	15.17	9.2598
"11/02/2020/10:10:19"	"F"	15.165	9.2822	15.165	9.2904	15.165	9.372	15.165	9.2691
"11/02/2020/10:10:20"	"F"	15.165	9.2847	15.165	9.2938	15.165	9.3606	15.165	9.2609
"11/02/2020/10:10:21"	"F"	15.183	9.2874	15.183	9.2851	15.183	9.3521	15.183	9.2564
"11/02/2020/10:10:22"	"F"	15.184	9.2892	15.184	9.2922	15.184	9.3551	15.184	9.2492
"11/02/2020/10:10:23"	"F"	15.178	9.2858	15.178	9.2887	15.178	9.3638	15.178	9.258
"11/02/2020/10:10:24"	"F"	15.173	9.285	15.173	9.2832	15.173	9.3634	15.173	9.2608
"11/02/2020/10:10:25"	"F"	15.168	9.2891	15.168	9.2821	15.168	9.364	15.168	9.2583
"11/02/2020/10:10:26"	"F"	15.172	9.2935	15.172	9.2846	15.172	9.359	15.172	9.2544
"11/02/2020/10:10:27"	"F"	15.162	9.2964	15.162	9.2912	15.162	9.3686	15.162	9.2508
"11/02/2020/10:10:28"	"F"	15.162	9.2938	15.162	9.2912	15.162	9.3649	15.162	9.2496
"11/02/2020/10:10:29"	"F"	15.161	9.2904	15.161	9.2932	15.161	9.3763	15.161	9.2492
"11/02/2020/10:10:30"	"F"	15.167	9.2816	15.167	9.2892	15.167	9.3731	15.167	9.245
"11/02/2020/10:10:31"	"F"	15.172	9.2748	15.172	9.2897	15.172	9.3807	15.172	9.2527
"11/02/2020/10:10:32"	"F"	15.173	9.2737	15.173	9.2824	15.173	9.3665	15.173	9.2534
"11/02/2020/10:10:33"	"F"	15.172	9.2808	15.172	9.2883	15.172	9.3619	15.172	9.2559
"11/02/2020/10:10:34"	"F"	15.171	9.285	15.171	9.2823	15.171	9.3587	15.171	9.2536
"11/02/2020/10:10:35"	"F"	15.169	9.2826	15.169	9.2946	15.169	9.3587	15.169	9.2506
"11/02/2020/10:10:36"	"F"	15.166	9.2804	15.166	9.2967	15.166	9.3583	15.166	9.2597
"11/02/2020/10:10:37"	"F"	15.166	9.2798	15.166	9.3027	15.166	9.3543	15.166	9.2633
"11/02/2020/10:10:38"	"F"	15.168	9.2858	15.168	9.2935	15.168	9.3569	15.168	9.2787
"11/02/2020/10:10:39"	"F"	15.171	9.2865	15.171	9.2785	15.171	9.3555	15.171	9.2782
"11/02/2020/10:10:40"	"F"	15.174	9.2827	15.174	9.2732	15.174	9.3587	15.174	9.2708
"11/02/2020/10:10:41"	"F"	15.17	9.2846	15.17	9.2805	15.17	9.3665	15.17	9.2675
"11/02/2020/10:10:42"	"F"	15.172	9.2831	15.172	9.2894	15.172	9.3704	15.172	9.2575
"11/02/2020/10:10:43"	"F"	15.164	9.293	15.164	9.2965	15.164	9.3668	15.164	9.26
"11/02/2020/10:10:44"	"F"	15.174	9.2985	15.174	9.2889	15.174	9.3635	15.174	9.2497
"11/02/2020/10:10:45"	"F"	15.175	9.305	15.175	9.2875	15.175	9.3603	15.175	9.2559
"11/02/2020/10:10:46"	"F"	15.183	9.2959	15.183	9.29	15.183	9.3668	15.183	9.2495
"11/02/2020/10:10:47"	"F"	15.181	9.2828	15.181	9.2948	15.181	9.3678	15.181	9.2531
"11/02/2020/10:10:48"	"F"	15.183	9.278	15.183	9.2959	15.183	9.3665	15.183	9.2554
"11/02/2020/10:10:49"	"F"	15.179	9.2838	15.179	9.2883	15.179	9.367	15.179	9.2621
"11/02/2020/10:10:50"	"F"	15.172	9.2938	15.172	9.286	15.172	9.3634	15.172	9.2614
"11/02/2020/10:10:51"	"F"	15.17	9.2946	15.17	9.285	15.17	9.369	15.17	9.2614
"11/02/2020/10:10:52"	"F"	15.17	9.2949	15.17	9.2898	15.17	9.3667	15.17	9.2608
"11/02/2020/10:10:53"	"F"	15.173	9.2927	15.173	9.2909	15.173	9.3673	15.173	9.2561
"11/02/2020/10:10:54"	"F"	15.173	9.2924	15.173	9.2898	15.173	9.3668	15.173	9.2552
"11/02/2020/10:10:55"	"F"	15.169	9.2925	15.169	9.295	15.169	9.368	15.169	9.259
"11/02/2020/10:10:56"	"F"	15.172	9.2867	15.172	9.2972	15.172	9.3677	15.172	9.2682
"11/02/2020/10:10:57"	"F"	15.171	9.2869	15.171	9.2985	15.171	9.3676	15.171	9.2608
"11/02/2020/10:10:58"	"F"	15.179	9.2827	15.179	9.2946	15.179	9.3645	15.179	9.2615
"11/02/2020/10:10:59"	"F"	15.174	9.2827	15.174	9.285	15.174	9.3673	15.174	9.2553
"11/02/2020/10:11:00"	"F"	15.18	9.2792	15.18	9.284	15.18	9.3641	15.18	9.2576
"11/02/2020/10:11:01"	"F"	15.172	9.2815	15.172	9.2789	15.172	9.3656	15.172	9.2604
"11/02/2020/10:11:02"	"F"	15.177	9.277	15.177	9.284	15.177	9.3653	15.177	9.2652
"11/02/2020/10:11:03"	"F"	15.174	9.2777	15.174	9.2873	15.174	9.3638	15.174	9.2674
"11/02/2020/10:11:04"	"F"	15.182	9.2851	15.182	9.291	15.182	9.368	15.182	9.2658
"11/02/2020/10:11:05"	"F"	15.179	9.2877	15.179	9.2883	15.179	9.365	15.179	9.2698
"11/02/2020/10:11:06"	"F"	15.178	9.29	15.178	9.2798	15.178	9.3684	15.178	9.2637
"11/02/2020/10:11:07"	"F"	15.177	9.2817	15.177	9.2767	15.177	9.3639	15.177	9.2654
"11/02/2020/10:11:08"	"F"	15.175	9.2837	15.175	9.2777	15.175	9.3655	15.175	9.2689
"11/02/2020/10:11:09"	"F"	15.17	9.2828	15.17	9.2919	15.17	9.3701	15.17	9.2713
"11/02/2020/10:11:10"	"F"	15.174	9.2827	15.174	9.2982	15.174	9.3627	15.174	9.266
"11/02/2020/10:11:11"	"F"	15.181	9.285	15.181	9.2955	15.181	9.3591	15.181	9.2609
"11/02/2020/10:11:12"	"F"	15.183	9.287	15.183	9.2918	15.183	9.3597	15.183	9.2658
"11/02/2020/10:11:13"	"F"	15.183	9.2842	15.183	9.2858	15.183	9.3645	15.183	9.2649
"11/02/2020/10:11:14"	"F"	15.18	9.2804	15.18	9.2928	15.18	9.3644	15.18	9.2674
"11/02/2020/10:11:15"	"F"	15.18	9.2801	15.18	9.2947	15.18	9.363	15.18	9.2674
"11/02/2020/10:11:16"	"F"	15.178	9.2903	15.178	9.293	15.178	9.3665	15.178	9.2648
"11/02/2020/10:11:17"	"F"	15.166	9.2927	15.166	9.2977	15.166	9.374	15.166	9.2667
"11/02/2020/10:11:18"	"F"	15.173	9.2915	15.173	9.2953	15.173	9.3657	15.173	9.262
"11/02/2020/10:11:19"	"F"	15.173	9.2841	15.173	9.299	15.173	9.3625	15.173	9.2675
"11/02/2020/10:11:20"	"F"	15.179	9.2864	15.179	9.2927	15.179	9.3607	15.179	9.2581
"11/02/2020/10:11:21"	"F"	15.177	9.288	15.177	9.2873	15.177	9.3598	15.177	9.2555
"11/02/2020/10:11:22"	"F"	15.185	9.2905	15.185	9.2862	15.185	9.3566	15.185	9.2475
"11/02/2020/10:11:23"	"F"	15.195	9.2861	15.195	9.2855	15.195	9.3514	15.195	9.2445
"11/02/2020/10:11:24"	"F"	15.194	9.2838	15.194	9.2857	15.194	9.3568	15.194	9.2573
"11/02/2020/10:11:25"	"F"	15.19	9.2831	15.19	9.2835	15.19	9.3586	15.19	9.2749
"11/02/2020/10:11:26"	"F"	15.184	9.2879	15.184	9.2852	15.184	9.3538	15.184	9.2871
"11/02/2020/10:11:27"	"F"	15.184	9.2953	15.184	9.2917	15.184	9.3641	15.184	9.2855
"11/02/2020/10:11:28"	"F"	15.179	9.2968	15.179	9.2927	15.179	9.3676	15.179	9.2694
"11/02/2020/10:11:29"	"F"	15.179	9.2937	15.179	9.2883	15.179	9.3753	15.179	9.2575
"11/02/2020/10:11:30"	"F"	15.18	9.2863	15.18	9.2783	15.18	9.3642	15.18	9.2652
"11/02/2020/10:11:31"	"F"	15.179	9.284	15.179	9.2846	15.179	9.3633	15.179	9.2688
"11/02/2020/10:11:32"	"F"	15.178	9.2896	15.178	9.2904	15.178	9.367	15.178	9.2764
"11/02/2020/10:11:33"	"F"	15.178	9.2961	15.178	9.2927	15.178	9.3721	15.178	9.2654
"11/02/2020/10:11:34"	"F"	15.179	9.3026	15.179	9.2912	15.179	9.3686	15.179	9.2721
"11/02/2020/10:11:35"	"F"	15.182	9.2929	15.182	9.2891	15.182	9.3634	15.182	9.2679
"11/02/2020/10:11:36"	"F"	15.184	9.2839	15.184	9.2867	15.184	9.3589	15.184	9.264
"11/02/2020/10:11:37"	"F"	15.189	9.2796	15.189	9.2872	15.189	9.3606	15.189	9.2587
"11/02/2020/10:11:38"	"F"	15.184	9.2803	15.184	9.2839	15.184	9.3667	15.184	9.2602
"11/02/2020/10:11:39"	"F"	15.18	9.2841	15.18	9.2973	15.18	9.3688	15.18	9.2657
"11/02/2020/10:11:40"	"F"	15.175	9.279	15.175	9.2933	15.175	9.3654	15.175	9.2702
"11/02/2020/10:11:41"	"F"	15.176	9.2864	15.176	9.2926	15.176	9.3632	15.176	9.2716
"11/02/2020/10:11:42"	"F"	15.182	9.2776	15.182	9.2835	15.182	9.3651	15.182	9.272
"11/02/2020/10:11:43"	"F"	15.191	9.2749	15.191	9.2813	15.191	9.3677	15.191	9.2577
"11/02/2020/10:11:44"	"F"	15.19	9.2715	15.19	9.2847	15.19	9.3708	15.19	9.2577
"11/02/2020/10:11:45"	"F"	15.191	9.2826	15.191	9.2895	15.191	9.3652	15.191	9.2471
"11/02/2020/10:11:46"	"F"	15.185	9.2905	15.185	9.2882	15.185	9.363	15.185	9.265
"11/02/2020/10:11:47"	"F"	15.194	9.2963	15.194	9.2919	15.194	9.3491	15.194	9.2636
"11/02/2020/10:11:48"	"F"	15.192	9.291	15.192	9.2853	15.192	9.3535	15.192	9.2731
"11/02/2020/10:11:49"	"F"	15.192	9.2892	15.192	9.2824	15.192	9.3552	15.192	9.2676
"11/02/2020/10:11:50"	"F"	15.193	9.2844	15.193	9.2765	15.193	9.3637	15.193	9.2614
"11/02/2020/10:11:51"	"F"	15.194	9.2888	15.194	9.2789	15.194	9.3675	15.194	9.253
"11/02/2020/10:11:52"	"F"	15.199	9.2924	15.199	9.2856	15.199	9.3691	15.199	9.2425
"11/02/2020/10:11:53"	"F"	15.192	9.2899	15.192	9.2823	15.192	9.3732	15.192	9.2483
"11/02/2020/10:11:54"	"F"	15.19	9.287	15.19	9.2845	15.19	9.3702	15.19	9.2474
"11/02/2020/10:11:55"	"F"	15.178	9.2893	15.178	9.2865	15.178	9.3757	15.178	9.2472
"11/02/2020/10:11:56"	"F"	15.179	9.2965	15.179	9.295	15.179	9.3726	15.179	9.2562
"11/02/2020/10:11:57"	"F"	15.175	9.2957	15.175	9.2977	15.175	9.3741	15.175	9.2577
"11/02/2020/10:11:58"	"F"	15.183	9.2822	15.183	9.2926	15.183	9.3747	15.183	9.2586
"11/02/2020/10:11:59"	"F"	15.181	9.2767	15.181	9.29	15.181	9.3773	15.181	9.2524
"11/02/2020/10:12:00"	"F"	15.186	9.2801	15.186	9.2866	15.186	9.3727	15.186	9.2636
"11/02/2020/10:12:01"	"F"	15.192	9.2871	15.192	9.2863	15.192	9.3675	15.192	9.271
"11/02/2020/10:12:02"	"F"	15.196	9.2873	15.196	9.2916	15.196	9.3679	15.196	9.2719
"11/02/2020/10:12:03"	"F"	15.197	9.2836	15.197	9.2944	15.197	9.3694	15.197	9.266
"11/02/2020/10:12:04"	"F"	15.196	9.2866	15.196	9.2951	15.196	9.3625	15.196	9.2701
"11/02/2020/10:12:05"	"F"	15.192	9.2882	15.192	9.2873	15.192	9.3632	15.192	9.2674
"11/02/2020/10:12:06"	"F"	15.196	9.2887	15.196	9.2841	15.196	9.3651	15.196	9.2676
"11/02/2020/10:12:07"	"F"	15.187	9.2804	15.187	9.2895	15.187	9.3741	15.187	9.27
"11/02/2020/10:12:08"	"F"	15.188	9.2784	15.188	9.2977	15.188	9.3738	15.188	9.2716
"11/02/2020/10:12:09"	"F"	15.178	9.2825	15.178	9.2998	15.178	9.372	15.178	9.2713
"11/02/2020/10:12:10"	"F"	15.18	9.2845	15.18	9.2997	15.18	9.3694	15.18	9.2666
"11/02/2020/10:12:11"	"F"	15.187	9.2871	15.187	9.2937	15.187	9.3626	15.187	9.2723
"11/02/2020/10:12:12"	"F"	15.192	9.2865	15.192	9.2931	15.192	9.3631	15.192	9.2652
"11/02/2020/10:12:13"	"F"	15.19	9.2944	15.19	9.2889	15.19	9.3633	15.19	9.2668
"11/02/2020/10:12:14"	"F"	15.181	9.2921	15.181	9.2966	15.181	9.3641	15.181	9.2547
"11/02/2020/10:12:15"	"F"	15.177	9.2865	15.177	9.3018	15.177	9.3643	15.177	9.2598
"11/02/2020/10:12:16"	"F"	15.181	9.2844	15.181	9.3036	15.181	9.3645	15.181	9.2548
"11/02/2020/10:12:17"	"F"	15.185	9.2836	15.185	9.2972	15.185	9.3632	15.185	9.2571
"11/02/2020/10:12:18"	"F"	15.186	9.2953	15.186	9.293	15.186	9.363	15.186	9.2568
"11/02/2020/10:12:19"	"F"	15.185	9.2966	15.185	9.2975	15.185	9.3612	15.185	9.2553
"11/02/2020/10:12:20"	"F"	15.185	9.3018	15.185	9.2976	15.185	9.3652	15.185	9.2568
"11/02/2020/10:12:21"	"F"	15.192	9.2927	15.192	9.288	15.192	9.3612	15.192	9.2507
"11/02/2020/10:12:22"	"F"	15.198	9.3006	15.198	9.2825	15.198	9.3579	15.198	9.2553
"11/02/2020/10:12:23"	"F"	15.197	9.2991	15.197	9.2849	15.197	9.3601	15.197	9.2532
"11/02/2020/10:12:24"	"F"	15.193	9.3023	15.193	9.2911	15.193	9.36	15.193	9.2584
"11/02/2020/10:12:25"	"F"	15.192	9.2939	15.192	9.2903	15.192	9.3673	15.192	9.2613
"11/02/2020/10:12:26"	"F"	15.192	9.288	15.192	9.2929	15.192	9.3608	15.192	9.2605
"11/02/2020/10:12:27"	"F"	15.197	9.2853	15.197	9.2918	15.197	9.3662	15.197	9.2691
"11/02/2020/10:12:28"	"F"	15.193	9.2808	15.193	9.2951	15.193	9.3628	15.193	9.2668
"11/02/2020/10:12:29"	"F"	15.187	9.2869	15.187	9.2826	15.187	9.3719	15.187	9.264
"11/02/2020/10:12:30"	"F"	15.183	9.2889	15.183	9.2869	15.183	9.3671	15.183	9.2557
"11/02/2020/10:12:31"	"F"	15.191	9.2835	15.191	9.2784	15.191	9.3615	15.191	9.243
"11/02/2020/10:12:32"	"F"	15.198	9.2827	15.198	9.2809	15.198	9.354	15.198	9.2458
"11/02/2020/10:12:33"	"F"	15.194	9.2839	15.194	9.2766	15.194	9.3569	15.194	9.2459
"11/02/2020/10:12:34"	"F"	15.186	9.2926	15.186	9.2854	15.186	9.3653	15.186	9.2563
"11/02/2020/10:12:35"	"F"	15.179	9.2971	15.179	9.2867	15.179	9.371	15.179	9.2601
"11/02/2020/10:12:36"	"F"	15.186	9.2919	15.186	9.2857	15.186	9.3674	15.186	9.2576
"11/02/2020/10:12:37"	"F"	15.187	9.2892	15.187	9.2856	15.187	9.3611	15.187	9.2612
"11/02/2020/10:12:38"	"F"	15.202	9.2857	15.202	9.2816	15.202	9.3574	15.202	9.2494
"11/02/2020/10:12:39"	"F"	15.196	9.2904	15.196	9.2805	15.196	9.362	15.196	9.2579
"11/02/2020/10:12:40"	"F"	15.194	9.2986	15.194	9.2782	15.194	9.3683	15.194	9.2435
"11/02/2020/10:12:41"	"F"	15.186	9.3001	15.186	9.2847	15.186	9.3686	15.186	9.2589
"11/02/2020/10:12:42"	"F"	15.189	9.302	15.189	9.2923	15.189	9.3627	15.189	9.2481
"11/02/2020/10:12:43"	"F"	15.193	9.2919	15.193	9.2945	15.193	9.3564	15.193	9.2565
"11/02/2020/10:12:44"	"F"	15.193	9.2874	15.193	9.2953	15.193	9.3574	15.193	9.2485
"11/02/2020/10:12:45"	"F"	15.195	9.2842	15.195	9.2962	15.195	9.3652	15.195	9.2538
"11/02/2020/10:12:46"	"F"	15.197	9.2911	15.197	9.2906	15.197	9.3729	15.197	9.2562
"11/02/2020/10:12:47"	"F"	15.202	9.3018	15.202	9.2851	15.202	9.3712	15.202	9.2532
"11/02/2020/10:12:48"	"F"	15.204	9.2985	15.204	9.2746	15.204	9.3692	15.204	9.2581
"11/02/2020/10:12:49"	"F"	15.206	9.2918	15.206	9.2791	15.206	9.3685	15.206	9.2591
"11/02/2020/10:12:50"	"F"	15.203	9.2835	15.203	9.2831	15.203	9.3704	15.203	9.2661
"11/02/2020/10:12:51"	"F"	15.207	9.2814	15.207	9.2837	15.207	9.3707	15.207	9.2657
"11/02/2020/10:12:52"	"F"	15.21	9.2882	15.21	9.2801	15.21	9.3616	15.21	9.2621
"11/02/2020/10:12:53"	"F"	15.208	9.2878	15.208	9.2773	15.208	9.3607	15.208	9.2613
"11/02/2020/10:12:54"	"F"	15.206	9.2952	15.206	9.2809	15.206	9.352	15.206	9.2665
"11/02/2020/10:12:55"	"F"	15.205	9.2888	15.205	9.2836	15.205	9.3578	15.205	9.2725
"11/02/2020/10:12:56"	"F"	15.212	9.2855	15.212	9.2833	15.212	9.355	15.212	9.2771
"11/02/2020/10:12:57"	"F"	15.213	9.2815	15.213	9.2843	15.213	9.3623	15.213	9.2735
"11/02/2020/10:12:58"	"F"	15.213	9.2881	15.213	9.2872	15.213	9.3606	15.213	9.2619
"11/02/2020/10:12:59"	"F"	15.219	9.2827	15.219	9.2943	15.219	9.3654	15.219	9.2519
"11/02/2020/10:13:00"	"F"	15.219	9.2801	15.219	9.2987	15.219	9.3619	15.219	9.2469
"11/02/2020/10:13:01"	"F"	15.208	9.278	15.208	9.2968	15.208	9.3687	15.208	9.2556
"11/02/2020/10:13:02"	"F"	15.203	9.2836	15.203	9.2931	15.203	9.367	15.203	9.2607
"11/02/2020/10:13:03"	"F"	15.2	9.2852	15.2	9.2899	15.2	9.3716	15.2	9.263
"11/02/2020/10:13:04"	"F"	15.21	9.2832	15.21	9.2828	15.21	9.3648	15.21	9.2546
"11/02/2020/10:13:05"	"F"	15.206	9.2796	15.206	9.2814	15.206	9.3654	15.206	9.2598
"11/02/2020/10:13:06"	"F"	15.201	9.2848	15.201	9.283	15.201	9.3636	15.201	9.2561
"11/02/2020/10:13:07"	"F"	15.203	9.2816	15.203	9.2869	15.203	9.3669	15.203	9.2684
"11/02/2020/10:13:08"	"F"	15.207	9.287	15.207	9.283	15.207	9.3656	15.207	9.2629
"11/02/2020/10:13:09"	"F"	15.215	9.277	15.215	9.281	15.215	9.3661	15.215	9.2598
"11/02/2020/10:13:10"	"F"	15.213	9.278	15.213	9.278	15.213	9.3677	15.213	9.2512
"11/02/2020/10:13:11"	"F"	15.216	9.2736	15.216	9.2909	15.216	9.3736	15.216	9.2545
"11/02/2020/10:13:12"	"F"	15.212	9.2886	15.212	9.2956	15.212	9.3779	15.212	9.2691
"11/02/2020/10:13:13"	"F"	15.209	9.2889	15.209	9.3034	15.209	9.3729	15.209	9.2715
"11/02/2020/10:13:14"	"F"	15.207	9.2945	15.207	9.2942	15.207	9.3631	15.207	9.2656
