"Date.Time"	"Phase"	"Temp.1"	"Ox.1"	"Temp.2"	"Ox.2"	"Temp.3"	"Ox.3"	"Temp.4"	"Ox.4"
"11/03/2020/10:04:27"	"F"	15.054	9.3345	15.054	9.3682	15.054	9.4451	15.054	9.3251
"11/03/2020/10:04:28"	"F"	15.053	9.3431	15.053	9.3622	15.053	9.4508	15.053	9.3197
"11/03/2020/10:04:29"	"F"	15.059	9.3444	15.059	9.359	15.059	9.4515	15.059	9.3161
"11/03/2020/10:04:30"	"F"	15.065	9.3417	15.065	9.3623	15.065	9.4519	15.065	9.3257
"11/03/2020/10:04:31"	"F"	15.065	9.3417	15.065	9.3566	15.065	9.4476	15.065	9.3396
"11/03/2020/10:04:32"	"F"	15.063	9.348	15.063	9.3586	15.063	9.4482	15.063	9.3351
"11/03/2020/10:04:33"	"F"	15.061	9.3554	15.061	9.3523	15.061	9.4448	15.061	9.3288
"11/03/2020/10:04:34"	"F"	15.063	9.3526	15.063	9.36	15.063	9.448	15.063	9.3209
"11/03/2020/10:04:35"	"F"	15.061	9.3529	15.061	9.3576	15.061	9.4455	15.061	9.3313
"11/03/2020/10:04:36"	"F"	15.063	9.3487	15.063	9.3652	15.063	9.4418	15.063	9.3418
"11/03/2020/10:04:37"	"F"	15.059	9.3488	15.059	9.3715	15.059	9.4414	15.059	9.3437
"11/03/2020/10:04:38"	"F"	15.057	9.346	15.057	9.374	15.057	9.4426	15.057	9.344
"11/03/2020/10:04:39"	"F"	15.059	9.3472	15.059	9.3793	15.059	9.4536	15.059	9.3353
"11/03/2020/10:04:40"	"F"	15.063	9.353	15.063	9.373	15.063	9.4496	15.063	9.3351
"11/03/2020/10:04:41"	"F"	15.064	9.3562	15.064	9.3733	15.064	9.4439	15.064	9.3349
"11/03/2020/10:04:42"	"F"	15.059	9.3523	15.059	9.3737	15.059	9.4385	15.059	9.3444
"11/03/2020/10:04:43"	"F"	15.058	9.3566	15.058	9.3792	15.058	9.4371	15.058	9.3423
"11/03/2020/10:04:44"	"F"	15.059	9.3543	15.059	9.3803	15.059	9.4408	15.059	9.3443
"11/03/2020/10:04:45"	"F"	15.058	9.3568	15.058	9.3691	15.058	9.4396	15.058	9.3373
"11/03/2020/10:04:46"	"F"	15.058	9.3502	15.058	9.364	15.058	9.4439	15.058	9.337
"11/03/2020/10:04:47"	"F"	15.06	9.3487	15.06	9.3636	15.06	9.4467	15.06	9.3389
"11/03/2020/10:04:48"	"F"	15.065	9.3466	15.065	9.3695	15.065	9.4507	15.065	9.3355
"11/03/2020/10:04:49"	"F"	15.059	9.3435	15.059	9.3693	15.059	9.4484	15.059	9.3456
"11/03/2020/10:04:50"	"F"	15.057	9.3443	15.057	9.3635	15.057	9.4492	15.057	9.3438
"11/03/2020/10:04:51"	"F"	15.057	9.3479	15.057	9.3674	15.057	9.4425	15.057	9.348
"11/03/2020/10:04:52"	"F"	15.061	9.3435	15.061	9.3664	15.061	9.4438	15.061	9.3419
"11/03/2020/10:04:53"	"F"	15.058	9.3508	15.058	9.3717	15.058	9.4459	15.058	9.3409
"11/03/2020/10:04:54"	"F"	15.055	9.3476	15.055	9.3682	15.055	9.4521	15.055	9.3418
"11/03/2020/10:04:55"	"F"	15.058	9.3551	15.058	9.367	15.058	9.4581	15.058	9.3397
"11/03/2020/10:04:56"	"F"	15.057	9.3465	15.057	9.3709	15.057	9.4578	15.057	9.3337
"11/03/2020/10:04:57"	"F"	15.062	9.3528	15.062	9.3646	15.062	9.4526	15.062	9.3244
"11/03/2020/10:04:58"	"F"	15.06	9.3516	15.06	9.363	15.06	9.447	15.06	9.3275
"11/03/2020/10:04:59"	"F"	15.067	9.3527	15.067	9.3587	15.067	9.4476	15.067	9.3337
"11/03/2020/10:05:00"	"F"	15.062	9.3507	15.062	9.3654	15.062	9.4465	15.062	9.3456
"11/03/2020/10:05:01"	"F"	15.067	9.3475	15.067	9.367	15.067	9.4441	15.067	9.3404
"11/03/2020/10:05:02"	"F"	15.064	9.3428	15.064	9.3612	15.064	9.4394	15.064	9.3391
"11/03/2020/10:05:03"	"F"	15.067	9.3412	15.067	9.3573	15.067	9.4397	15.067	9.3409
"11/03/2020/10:05:04"	"F"	15.066	9.3377	15.066	9.3615	15.066	9.4342	15.066	9.3363
"11/03/2020/10:05:05"	"F"	15.07	9.345	15.07	9.3636	15.07	9.4351	15.07	9.3284
"11/03/2020/10:05:06"	"F"	15.07	9.3359	15.07	9.3638	15.07	9.4354	15.07	9.3242
"11/03/2020/10:05:07"	"F"	15.066	9.3434	15.066	9.3655	15.066	9.4419	15.066	9.3332
"11/03/2020/10:05:08"	"F"	15.064	9.3392	15.064	9.3669	15.064	9.4393	15.064	9.3297
"11/03/2020/10:05:09"	"F"	15.067	9.353	15.067	9.3682	15.067	9.4427	15.067	9.3341
"11/03/2020/10:05:10"	"F"	15.07	9.3477	15.07	9.3698	15.07	9.4434	15.07	9.3337
"11/03/2020/10:05:11"	"F"	15.068	9.3449	15.068	9.3747	15.068	9.4464	15.068	9.3438
"11/03/2020/10:05:12"	"F"	15.063	9.3462	15.063	9.3745	15.063	9.4417	15.063	9.3391
"11/03/2020/10:05:13"	"F"	15.063	9.3524	15.063	9.3716	15.063	9.4387	15.063	9.3382
"11/03/2020/10:05:14"	"F"	15.065	9.3552	15.065	9.3638	15.065	9.4388	15.065	9.3423
"11/03/2020/10:05:15"	"F"	15.073	9.3479	15.073	9.3663	15.073	9.4376	15.073	9.3369
"11/03/2020/10:05:16"	"F"	15.075	9.3418	15.075	9.3629	15.075	9.4423	15.075	9.3378
"11/03/2020/10:05:17"	"F"	15.076	9.3478	15.076	9.3632	15.076	9.4443	15.076	9.3295
"11/03/2020/10:05:18"	"F"	15.07	9.3508	15.07	9.3568	15.07	9.4462	15.07	9.3387
"11/03/2020/10:05:19"	"F"	15.073	9.3541	15.073	9.3545	15.073	9.4465	15.073	9.3411
"11/03/2020/10:05:20"	"F"	15.073	9.3498	15.073	9.3593	15.073	9.4397	15.073	9.3497
"11/03/2020/10:05:21"	"F"	15.075	9.3484	15.075	9.3672	15.075	9.4403	15.075	9.3473
"11/03/2020/10:05:22"	"F"	15.071	9.3521	15.071	9.3696	15.071	9.4345	15.071	9.3498
"11/03/2020/10:05:23"	"F"	15.069	9.3514	15.069	9.3732	15.069	9.4387	15.069	9.3465
"11/03/2020/10:05:24"	"F"	15.069	9.3508	15.069	9.3663	15.069	9.4381	15.069	9.3499
"11/03/2020/10:05:25"	"F"	15.066	9.3492	15.066	9.3677	15.066	9.4433	15.066	9.3488
"11/03/2020/10:05:26"	"F"	15.063	9.356	15.063	9.3668	15.063	9.4465	15.063	9.3508
"11/03/2020/10:05:27"	"F"	15.067	9.351	15.067	9.3686	15.067	9.446	15.067	9.3389
"11/03/2020/10:05:28"	"F"	15.071	9.3463	15.071	9.3677	15.071	9.4456	15.071	9.3345
"11/03/2020/10:05:29"	"F"	15.075	9.3415	15.075	9.3632	15.075	9.4491	15.075	9.3183
"11/03/2020/10:05:30"	"F"	15.072	9.3494	15.072	9.3617	15.072	9.4493	15.072	9.3179
"11/03/2020/10:05:31"	"F"	15.069	9.355	15.069	9.3613	15.069	9.445	15.069	9.3116
"11/03/2020/10:05:32"	"F"	15.072	9.3504	15.072	9.3658	15.072	9.4334	15.072	9.3195
"11/03/2020/10:05:33"	"F"	15.07	9.352	15.07	9.3651	15.07	9.4339	15.07	9.3289
"11/03/2020/10:05:34"	"F"	15.07	9.3541	15.07	9.3696	15.07	9.4352	15.07	9.3259
"11/03/2020/10:05:35"	"F"	15.068	9.3601	15.068	9.3692	15.068	9.4408	15.068	9.3329
"11/03/2020/10:05:36"	"F"	15.072	9.3545	15.072	9.3691	15.072	9.4421	15.072	9.3273
"11/03/2020/10:05:37"	"F"	15.076	9.3438	15.076	9.3655	15.076	9.4417	15.076	9.3321
"11/03/2020/10:05:38"	"F"	15.079	9.3406	15.079	9.3663	15.079	9.4373	15.079	9.3272
"11/03/2020/10:05:39"	"F"	15.077	9.3463	15.077	9.3679	15.077	9.4303	15.077	9.3294
"11/03/2020/10:05:40"	"F"	15.077	9.3519	15.077	9.3703	15.077	9.4289	15.077	9.3251
"11/03/2020/10:05:41"	"F"	15.076	9.3559	15.076	9.3613	15.076	9.424	15.076	9.3261
"11/03/2020/10:05:42"	"F"	15.071	9.3508	15.071	9.3637	15.071	9.4324	15.071	9.3217
"11/03/2020/10:05:43"	"F"	15.07	9.3531	15.07	9.36	15.07	9.4353	15.07	9.3365
"11/03/2020/10:05:44"	"F"	15.068	9.3587	15.068	9.3671	15.068	9.4421	15.068	9.3436
"11/03/2020/10:05:45"	"F"	15.074	9.3604	15.074	9.3655	15.074	9.4412	15.074	9.3461
"11/03/2020/10:05:46"	"F"	15.07	9.3591	15.07	9.3711	15.07	9.439	15.07	9.3329
"11/03/2020/10:05:47"	"F"	15.07	9.3524	15.07	9.3676	15.07	9.4378	15.07	9.3233
"11/03/2020/10:05:48"	"F"	15.067	9.3527	15.067	9.3627	15.067	9.4314	15.067	9.3313
"11/03/2020/10:05:49"	"F"	15.069	9.347	15.069	9.3653	15.069	9.4312	15.069	9.3441
"11/03/2020/10:05:50"	"F"	15.07	9.3434	15.07	9.3731	15.07	9.4374	15.07	9.3449
"11/03/2020/10:05:51"	"F"	15.071	9.3393	15.071	9.3748	15.071	9.4451	15.071	9.3402
"11/03/2020/10:05:52"	"F"	15.077	9.3484	15.077	9.3619	15.077	9.4412	15.077	9.3398
"11/03/2020/10:05:53"	"F"	15.078	9.3488	15.078	9.3556	15.078	9.4346	15.078	9.3431
"11/03/2020/10:05:54"	"F"	15.083	9.3505	15.083	9.3539	15.083	9.4343	15.083	9.3399
"11/03/2020/10:05:55"	"F"	15.082	9.3422	15.082	9.3588	15.082	9.441	15.082	9.3308
"11/03/2020/10:05:56"	"F"	15.083	9.3431	15.083	9.3588	15.083	9.4401	15.083	9.3284
"11/03/2020/10:05:57"	"F"	15.075	9.347	15.075	9.3639	15.075	9.4406	15.075	9.3253
"11/03/2020/10:05:58"	"F"	15.074	9.3552	15.074	9.3726	15.074	9.4365	15.074	9.3241
"11/03/2020/10:05:59"	"F"	15.071	9.3565	15.071	9.3688	15.071	9.4405	15.071	9.3267
"11/03/2020/10:06:00"	"F"	15.075	9.3601	15.075	9.3684	15.075	9.4402	15.075	9.3305
"11/03/2020/10:06:01"	"F"	15.073	9.3535	15.073	9.3595	15.073	9.4468	15.073	9.3345
"11/03/2020/10:06:02"	"F"	15.072	9.3546	15.072	9.364	15.072	9.4493	15.072	9.3281
"11/03/2020/10:06:03"	"F"	15.072	9.3472	15.072	9.3669	15.072	9.4439	15.072	9.3312
"11/03/2020/10:06:04"	"F"	15.075	9.3484	15.075	9.3701	15.075	9.4383	15.075	9.3341
"11/03/2020/10:06:05"	"F"	15.08	9.344	15.08	9.3731	15.08	9.4333	15.08	9.3458
"11/03/2020/10:06:06"	"F"	15.079	9.3477	15.079	9.3646	15.079	9.4353	15.079	9.3467
"11/03/2020/10:06:07"	"F"	15.08	9.3486	15.08	9.3621	15.08	9.4382	15.08	9.3425
"11/03/2020/10:06:08"	"F"	15.075	9.3555	15.075	9.3548	15.075	9.4383	15.075	9.3332
"11/03/2020/10:06:09"	"F"	15.077	9.3496	15.077	9.3557	15.077	9.4338	15.077	9.3286
"11/03/2020/10:06:10"	"F"	15.076	9.3504	15.076	9.3574	15.076	9.4358	15.076	9.3252
"11/03/2020/10:06:11"	"F"	15.075	9.3504	15.075	9.3595	15.075	9.4432	15.075	9.3334
"11/03/2020/10:06:12"	"F"	15.073	9.356	15.073	9.3586	15.073	9.4477	15.073	9.3367
"11/03/2020/10:06:13"	"F"	15.073	9.358	15.073	9.3638	15.073	9.4397	15.073	9.3518
"11/03/2020/10:06:14"	"F"	15.079	9.3489	15.079	9.3697	15.079	9.434	15.079	9.3415
"11/03/2020/10:06:15"	"F"	15.079	9.3477	15.079	9.3786	15.079	9.4308	15.079	9.3327
"11/03/2020/10:06:16"	"F"	15.076	9.341	15.076	9.3739	15.076	9.4359	15.076	9.3323
"11/03/2020/10:06:17"	"F"	15.078	9.3445	15.078	9.3754	15.078	9.4381	15.078	9.3297
"11/03/2020/10:06:18"	"F"	15.082	9.3438	15.082	9.3738	15.082	9.4386	15.082	9.3352
"11/03/2020/10:06:19"	"F"	15.082	9.3467	15.082	9.3738	15.082	9.4397	15.082	9.3281
"11/03/2020/10:06:20"	"F"	15.074	9.3501	15.074	9.3684	15.074	9.4412	15.074	9.341
"11/03/2020/10:06:21"	"F"	15.065	9.3489	15.065	9.3661	15.065	9.4475	15.065	9.3399
"11/03/2020/10:06:22"	"F"	15.065	9.3518	15.065	9.3704	15.065	9.4434	15.065	9.3381
"11/03/2020/10:06:23"	"F"	15.067	9.3571	15.067	9.3687	15.067	9.4418	15.067	9.3351
"11/03/2020/10:06:24"	"F"	15.069	9.3603	15.069	9.3689	15.069	9.4425	15.069	9.3286
"11/03/2020/10:06:25"	"F"	15.074	9.3522	15.074	9.3648	15.074	9.4458	15.074	9.326
"11/03/2020/10:06:26"	"F"	15.079	9.3461	15.079	9.3636	15.079	9.4463	15.079	9.3174
"11/03/2020/10:06:27"	"F"	15.078	9.345	15.078	9.3647	15.078	9.4454	15.078	9.3248
"11/03/2020/10:06:28"	"F"	15.071	9.3612	15.071	9.3712	15.071	9.4491	15.071	9.327
"11/03/2020/10:06:29"	"F"	15.069	9.3611	15.069	9.3748	15.069	9.4476	15.069	9.3312
"11/03/2020/10:06:30"	"F"	15.068	9.3621	15.068	9.3764	15.068	9.4438	15.068	9.3371
"11/03/2020/10:06:31"	"F"	15.07	9.3574	15.07	9.3689	15.07	9.4414	15.07	9.3364
"11/03/2020/10:06:32"	"F"	15.07	9.3554	15.07	9.3678	15.07	9.4425	15.07	9.3381
"11/03/2020/10:06:33"	"F"	15.072	9.3494	15.072	9.3756	15.072	9.4409	15.072	9.3425
"11/03/2020/10:06:34"	"F"	15.076	9.3461	15.076	9.3796	15.076	9.4424	15.076	9.3449
"11/03/2020/10:06:35"	"F"	15.074	9.3506	15.074	9.3749	15.074	9.442	15.074	9.3541
"11/03/2020/10:06:36"	"F"	15.073	9.3506	15.073	9.3636	15.073	9.4457	15.073	9.3459
"11/03/2020/10:06:37"	"F"	15.069	9.3497	15.069	9.3583	15.069	9.4471	15.069	9.3412
"11/03/2020/10:06:38"	"F"	15.066	9.3518	15.066	9.3642	15.066	9.4487	15.066	9.3388
"11/03/2020/10:06:39"	"F"	15.067	9.3544	15.067	9.3653	15.067	9.4506	15.067	9.335
"11/03/2020/10:06:40"	"F"	15.065	9.3537	15.065	9.3603	15.065	9.4457	15.065	9.3415
"11/03/2020/10:06:42"	"F"	15.071	9.3514	15.071	9.364	15.071	9.4454	15.071	9.3332
"11/03/2020/10:06:43"	"F"	15.071	9.3505	15.071	9.3706	15.071	9.4442	15.071	9.3339
"11/03/2020/10:06:44"	"F"	15.077	9.3482	15.077	9.3802	15.077	9.4378	15.077	9.3321
"11/03/2020/10:06:45"	"F"	15.076	9.3471	15.076	9.3725	15.076	9.4375	15.076	9.3373
"11/03/2020/10:06:46"	"F"	15.081	9.3519	15.081	9.3687	15.081	9.4372	15.081	9.3429
"11/03/2020/10:06:47"	"F"	15.079	9.3532	15.079	9.3663	15.079	9.4445	15.079	9.3458
"11/03/2020/10:06:48"	"F"	15.079	9.3521	15.079	9.3644	15.079	9.4431	15.079	9.3461
"11/03/2020/10:06:49"	"F"	15.075	9.3476	15.075	9.3646	15.075	9.4378	15.075	9.3512
"11/03/2020/10:06:50"	"F"	15.08	9.351	15.08	9.3608	15.08	9.4366	15.08	9.3449
"11/03/2020/10:06:51"	"F"	15.08	9.3509	15.08	9.3633	15.08	9.4415	15.08	9.3366
"11/03/2020/10:06:52"	"F"	15.082	9.3498	15.082	9.365	15.082	9.446	15.082	9.328
"11/03/2020/10:06:53"	"F"	15.075	9.3555	15.075	9.3679	15.075	9.4449	15.075	9.3304
"11/03/2020/10:06:54"	"F"	15.076	9.3536	15.076	9.3662	15.076	9.4354	15.076	9.3412
"11/03/2020/10:06:55"	"F"	15.074	9.3591	15.074	9.3639	15.074	9.4406	15.074	9.3392
"11/03/2020/10:06:56"	"F"	15.076	9.3542	15.076	9.3656	15.076	9.4444	15.076	9.3424
"11/03/2020/10:06:57"	"F"	15.076	9.3581	15.076	9.3771	15.076	9.4516	15.076	9.3418
"11/03/2020/10:06:58"	"F"	15.082	9.3517	15.082	9.3692	15.082	9.4428	15.082	9.345
"11/03/2020/10:06:59"	"F"	15.084	9.3547	15.084	9.3688	15.084	9.449	15.084	9.3414
"11/03/2020/10:07:00"	"F"	15.08	9.3606	15.08	9.364	15.08	9.4459	15.08	9.3327
"11/03/2020/10:07:01"	"F"	15.08	9.3646	15.08	9.3684	15.08	9.4468	15.08	9.3316
"11/03/2020/10:07:02"	"F"	15.078	9.3619	15.078	9.3705	15.078	9.4435	15.078	9.334
"11/03/2020/10:07:03"	"F"	15.085	9.3499	15.085	9.3667	15.085	9.4397	15.085	9.3402
"11/03/2020/10:07:04"	"F"	15.08	9.3434	15.08	9.3679	15.08	9.4395	15.08	9.3457
"11/03/2020/10:07:05"	"F"	15.079	9.3393	15.079	9.3685	15.079	9.4378	15.079	9.346
"11/03/2020/10:07:06"	"F"	15.077	9.3454	15.077	9.3723	15.077	9.4407	15.077	9.3509
"11/03/2020/10:07:07"	"F"	15.075	9.3522	15.075	9.3768	15.075	9.4467	15.075	9.3503
"11/03/2020/10:07:08"	"F"	15.079	9.3555	15.079	9.373	15.079	9.4405	15.079	9.3416
"11/03/2020/10:07:09"	"F"	15.077	9.3522	15.077	9.3777	15.077	9.4442	15.077	9.337
"11/03/2020/10:07:10"	"F"	15.082	9.3511	15.082	9.3751	15.082	9.4355	15.082	9.3418
"11/03/2020/10:07:11"	"F"	15.08	9.351	15.08	9.3791	15.08	9.4412	15.08	9.3429
"11/03/2020/10:07:12"	"F"	15.081	9.3522	15.081	9.3717	15.081	9.4407	15.081	9.3433
"11/03/2020/10:07:13"	"F"	15.084	9.3477	15.084	9.3655	15.084	9.443	15.084	9.3231
"11/03/2020/10:07:14"	"F"	15.089	9.3456	15.089	9.3556	15.089	9.4409	15.089	9.3335
"11/03/2020/10:07:15"	"F"	15.09	9.3447	15.09	9.3559	15.09	9.4337	15.09	9.3386
"11/03/2020/10:07:16"	"F"	15.088	9.355	15.088	9.3601	15.088	9.4359	15.088	9.345
"11/03/2020/10:07:17"	"F"	15.085	9.3549	15.085	9.3712	15.085	9.4332	15.085	9.3464
"11/03/2020/10:07:18"	"F"	15.084	9.3578	15.084	9.3675	15.084	9.4353	15.084	9.3356
"11/03/2020/10:07:19"	"F"	15.088	9.3553	15.088	9.3651	15.088	9.4328	15.088	9.3349
"11/03/2020/10:07:20"	"F"	15.091	9.3548	15.091	9.36	15.091	9.4352	15.091	9.3205
"11/03/2020/10:07:21"	"F"	15.092	9.3554	15.092	9.3631	15.092	9.4384	15.092	9.3179
"11/03/2020/10:07:22"	"F"	15.09	9.3567	15.09	9.367	15.09	9.4409	15.09	9.3156
"11/03/2020/10:07:23"	"F"	15.088	9.3598	15.088	9.3675	15.088	9.4397	15.088	9.3152
"11/03/2020/10:07:24"	"F"	15.093	9.3494	15.093	9.3702	15.093	9.4407	15.093	9.3267
"11/03/2020/10:07:25"	"F"	15.093	9.3477	15.093	9.3685	15.093	9.4395	15.093	9.3298
"11/03/2020/10:07:26"	"F"	15.099	9.348	15.099	9.3647	15.099	9.4369	15.099	9.3363
"11/03/2020/10:07:27"	"F"	15.096	9.3539	15.096	9.3607	15.096	9.4328	15.096	9.3294
"11/03/2020/10:07:28"	"F"	15.099	9.3514	15.099	9.3653	15.099	9.4361	15.099	9.334
"11/03/2020/10:07:29"	"F"	15.093	9.3502	15.093	9.3679	15.093	9.4458	15.093	9.3329
"11/03/2020/10:07:30"	"F"	15.091	9.3449	15.091	9.3759	15.091	9.447	15.091	9.3383
"11/03/2020/10:07:31"	"F"	15.09	9.3443	15.09	9.3738	15.09	9.4406	15.09	9.3346
"11/03/2020/10:07:32"	"F"	15.094	9.3479	15.094	9.3708	15.094	9.4358	15.094	9.339
"11/03/2020/10:07:33"	"F"	15.096	9.3521	15.096	9.3676	15.096	9.4391	15.096	9.3388
"11/03/2020/10:07:34"	"F"	15.095	9.3524	15.095	9.3759	15.095	9.4474	15.095	9.3514
"11/03/2020/10:07:35"	"F"	15.094	9.3553	15.094	9.3801	15.094	9.4411	15.094	9.35
"11/03/2020/10:07:36"	"F"	15.096	9.3573	15.096	9.3773	15.096	9.4411	15.096	9.3457
"11/03/2020/10:07:37"	"F"	15.095	9.3593	15.095	9.3721	15.095	9.4385	15.095	9.3325
"11/03/2020/10:07:38"	"F"	15.094	9.354	15.094	9.3683	15.094	9.445	15.094	9.3301
"11/03/2020/10:07:39"	"F"	15.091	9.3568	15.091	9.3645	15.091	9.444	15.091	9.3235
"11/03/2020/10:07:40"	"F"	15.097	9.3641	15.097	9.3557	15.097	9.4445	15.097	9.3206
"11/03/2020/10:07:41"	"F"	15.098	9.363	15.098	9.3592	15.098	9.4414	15.098	9.3181
"11/03/2020/10:07:42"	"F"	15.1	9.3582	15.1	9.3647	15.1	9.4343	15.1	9.3259
"11/03/2020/10:07:43"	"F"	15.092	9.3542	15.092	9.3708	15.092	9.4338	15.092	9.3442
"11/03/2020/10:07:44"	"F"	15.089	9.3552	15.089	9.3692	15.089	9.4391	15.089	9.3528
"11/03/2020/10:07:45"	"F"	15.086	9.3614	15.086	9.3611	15.086	9.4439	15.086	9.3638
"11/03/2020/10:07:46"	"F"	15.093	9.3539	15.093	9.3519	15.093	9.4387	15.093	9.3464
"11/03/2020/10:07:47"	"F"	15.095	9.3514	15.095	9.3534	15.095	9.4351	15.095	9.3363
"11/03/2020/10:07:48"	"F"	15.099	9.35	15.099	9.3579	15.099	9.4364	15.099	9.3236
"11/03/2020/10:07:49"	"F"	15.098	9.3612	15.098	9.3631	15.098	9.4398	15.098	9.3281
"11/03/2020/10:07:50"	"F"	15.099	9.3649	15.099	9.3657	15.099	9.4385	15.099	9.3273
"11/03/2020/10:07:51"	"F"	15.098	9.3654	15.098	9.3671	15.098	9.4364	15.098	9.3241
"11/03/2020/10:07:52"	"F"	15.094	9.3543	15.094	9.3743	15.094	9.4368	15.094	9.3311
"11/03/2020/10:07:53"	"F"	15.092	9.3563	15.092	9.3697	15.092	9.4352	15.092	9.3436
"11/03/2020/10:07:54"	"F"	15.085	9.3569	15.085	9.3731	15.085	9.4401	15.085	9.3547
"11/03/2020/10:07:55"	"F"	15.088	9.3669	15.088	9.3655	15.088	9.4423	15.088	9.3502
"11/03/2020/10:07:56"	"F"	15.091	9.3601	15.091	9.367	15.091	9.4409	15.091	9.3332
"11/03/2020/10:07:57"	"F"	15.096	9.3598	15.096	9.3681	15.096	9.436	15.096	9.3269
"11/03/2020/10:07:58"	"F"	15.093	9.3569	15.093	9.3677	15.093	9.4298	15.093	9.3325
"11/03/2020/10:07:59"	"F"	15.089	9.3616	15.089	9.3684	15.089	9.4374	15.089	9.3428
"11/03/2020/10:08:00"	"F"	15.085	9.3623	15.085	9.3708	15.085	9.4407	15.085	9.3409
"11/03/2020/10:08:01"	"F"	15.089	9.3613	15.089	9.3772	15.089	9.4472	15.089	9.3325
"11/03/2020/10:08:02"	"F"	15.091	9.3588	15.091	9.3785	15.091	9.4405	15.091	9.3381
"11/03/2020/10:08:03"	"F"	15.094	9.3573	15.094	9.3755	15.094	9.442	15.094	9.3403
"11/03/2020/10:08:04"	"F"	15.095	9.3547	15.095	9.3735	15.095	9.4389	15.095	9.3318
"11/03/2020/10:08:05"	"F"	15.094	9.3544	15.094	9.3774	15.094	9.4422	15.094	9.3334
"11/03/2020/10:08:06"	"F"	15.086	9.3546	15.086	9.3743	15.086	9.4413	15.086	9.3336
"11/03/2020/10:08:07"	"F"	15.088	9.3535	15.088	9.3698	15.088	9.444	15.088	9.3442
"11/03/2020/10:08:08"	"F"	15.089	9.3556	15.089	9.3628	15.089	9.4472	15.089	9.3388
"11/03/2020/10:08:09"	"F"	15.097	9.3554	15.097	9.3631	15.097	9.4458	15.097	9.3425
"11/03/2020/10:08:10"	"F"	15.097	9.3588	15.097	9.372	15.097	9.4419	15.097	9.3389
"11/03/2020/10:08:11"	"F"	15.093	9.3566	15.093	9.3703	15.093	9.4425	15.093	9.3467
"11/03/2020/10:08:12"	"F"	15.096	9.3498	15.096	9.3715	15.096	9.4394	15.096	9.3412
"11/03/2020/10:08:13"	"F"	15.093	9.3551	15.093	9.3679	15.093	9.4427	15.093	9.3435
"11/03/2020/10:08:14"	"F"	15.098	9.3516	15.098	9.3729	15.098	9.4486	15.098	9.3454
"11/03/2020/10:08:15"	"F"	15.096	9.3544	15.096	9.3683	15.096	9.4514	15.096	9.3357
"11/03/2020/10:08:16"	"F"	15.098	9.3485	15.098	9.3633	15.098	9.4516	15.098	9.335
"11/03/2020/10:08:17"	"F"	15.098	9.3494	15.098	9.3602	15.098	9.4395	15.098	9.3299
"11/03/2020/10:08:18"	"F"	15.095	9.3556	15.095	9.3658	15.095	9.4415	15.095	9.3308
"11/03/2020/10:08:19"	"F"	15.095	9.3515	15.095	9.3732	15.095	9.4403	15.095	9.3272
"11/03/2020/10:08:20"	"F"	15.096	9.3587	15.096	9.3721	15.096	9.4426	15.096	9.3266
"11/03/2020/10:08:21"	"F"	15.1	9.3527	15.1	9.3673	15.1	9.4421	15.1	9.3335
"11/03/2020/10:08:22"	"F"	15.098	9.3507	15.098	9.3596	15.098	9.4403	15.098	9.3335
"11/03/2020/10:08:23"	"F"	15.096	9.3449	15.096	9.3642	15.096	9.442	15.096	9.33
"11/03/2020/10:08:24"	"F"	15.094	9.348	15.094	9.3621	15.094	9.4439	15.094	9.3371
"11/03/2020/10:08:25"	"F"	15.095	9.3447	15.095	9.3635	15.095	9.4452	15.095	9.3408
"11/03/2020/10:08:26"	"F"	15.095	9.3466	15.095	9.3669	15.095	9.4451	15.095	9.3405
"11/03/2020/10:08:27"	"F"	15.096	9.3401	15.096	9.3681	15.096	9.44	15.096	9.3323
"11/03/2020/10:08:28"	"F"	15.098	9.347	15.098	9.3707	15.098	9.4403	15.098	9.3366
"11/03/2020/10:08:29"	"F"	15.099	9.3525	15.099	9.369	15.099	9.4389	15.099	9.3389
"11/03/2020/10:08:30"	"F"	15.097	9.3621	15.097	9.3701	15.097	9.4409	15.097	9.3429
"11/03/2020/10:08:31"	"F"	15.095	9.366	15.095	9.3609	15.095	9.4419	15.095	9.3397
"11/03/2020/10:08:32"	"F"	15.096	9.3649	15.096	9.3546	15.096	9.4413	15.096	9.3322
"11/03/2020/10:08:33"	"F"	15.095	9.3571	15.095	9.3537	15.095	9.4367	15.095	9.3376
"11/03/2020/10:08:34"	"F"	15.095	9.3504	15.095	9.3633	15.095	9.4331	15.095	9.3445
"11/03/2020/10:08:35"	"F"	15.091	9.3468	15.091	9.3671	15.091	9.4327	15.091	9.3419
"11/03/2020/10:08:36"	"F"	15.095	9.3499	15.095	9.3752	15.095	9.4394	15.095	9.3306
"11/03/2020/10:08:37"	"F"	15.095	9.3473	15.095	9.3709	15.095	9.4437	15.095	9.32
"11/03/2020/10:08:38"	"F"	15.095	9.3435	15.095	9.3649	15.095	9.4454	15.095	9.3302
"11/03/2020/10:08:39"	"F"	15.089	9.3433	15.089	9.3588	15.089	9.4452	15.089	9.3348
"11/03/2020/10:08:40"	"F"	15.088	9.3552	15.088	9.362	15.088	9.4492	15.088	9.343
"11/03/2020/10:08:41"	"F"	15.094	9.3551	15.094	9.3663	15.094	9.4494	15.094	9.3362
