location,sample_num,lake,area,coordinate,date_caught,date_examined,gear,time_collected,surface_temp,num,length,weight,sex,num_schist,wt_schist,num_triaen,loc_triaen,num_acanth,num_nematodes,num_copepods,num_skin_cysts,color,kidney,testes,wt_ovary,num_of_ova,ova_dia,condition,stomach_content,keel,plates,dorsal_rays,anal_rays,remarks,remarks_notes,
West of Bear Bay Pt. Aleknagik,884,1,6,438,08/29/61,02/08/62,1,22:35,53,54,65,214,2,1,23,0,NA,0,0,1,0,NA,1,NA,4,NA,3,4,10,4,5,11,8,NA,NA,
West of Bear Bay Pt. Aleknagik,884,1,6,438,08/29/61,02/08/62,1,22:35,53,55,56,109,2,0,0,0,NA,0,0,1,0,NA,1,NA,2,NA,3,1,33,4,5,12,9,NA,NA,
West of Bear Bay Pt. Aleknagik,884,1,6,438,08/29/61,02/08/62,1,22:35,53,56,52,107,2,0,0,0,NA,0,0,1,0,NA,1,NA,2,NA,3,1,21,4,6,12,9,NA,NA,
West of Bear Bay Pt. Aleknagik,884,1,6,438,08/29/61,02/08/62,1,22:35,53,57,56,124,1,0,0,0,NA,0,NA,1,0,NA,1,2,NA,NA,NA,NA,31,4,6,11,9,NA,general note: all testes enlarged  ,
West of Bear Bay Pt. Aleknagik,884,1,6,438,08/29/61,02/08/62,1,22:35,53,58,62,227,1,2,52,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,31,4,6,12,9,NA,general note: all testes enlarged  ,
West of Bear Bay Pt. Aleknagik,884,1,6,438,08/29/61,02/08/62,1,22:35,53,59,50,91,1,0,0,0,NA,0,NA,0,1,NA,1,2,NA,NA,NA,NA,31,1,6,12,9,NA,general note: all testes enlarged  ,
West of Bear Bay Pt. Aleknagik,884,1,6,438,08/29/61,02/08/62,1,22:35,53,60,60,150,2,0,0,0,NA,0,0,0,0,NA,1,NA,3,NA,3,1,31,1,6,12,9,NA,NA,
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,1,60,206,2,1,8,1,8,0,0,0,0,NA,1,NA,24,106,12,2,32,4,7,11,10,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,2,61,205,2,0,NA,0,NA,0,0,0,0,NA,1,NA,26,136,12,2,32,4,5,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,3,65,249,2,1,26,0,NA,0,0,2,0,NA,1,NA,19,113,10,2,33,4,5,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,4,63,226,1,0,NA,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,32,4,5,12,10,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,5,62,189,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,14,90,10,2,32,4,5,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,6,57,181,2,0,NA,0,NA,0,0,0,0,NA,1,NA,28,92,15,2,33,4,6,10,8,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,7,65,274,2,0,NA,1,3,0,0,0,0,NA,1,NA,31,139,12,2,33,4,6,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,8,67,301,2,1,26,0,NA,0,NA,0,0,NA,1,NA,25,145,12,2,32,1,6,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,9,62,240,1,1,31,0,NA,0,NA,0,0,NA,2,2,NA,NA,NA,NA,32,4,6,11,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,10,60,217,1,2,22,0,NA,0,NA,0,0,NA,3,3,NA,NA,NA,NA,26,4,5,11,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,11,59,174,1,0,NA,0,NA,0,NA,0,0,NA,3,2,NA,NA,NA,NA,32,4,6,11,8,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,12,63,251,2,1,32,0,NA,0,NA,0,0,NA,1,NA,28,135,12,2,32,4,5,12,8,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,13,63,212,2,1,9,0,NA,0,0,0,0,NA,1,NA,24,110,12,2,32,4,6,11,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,14,63,196,2,1,2,0,NA,0,0,0,0,NA,1,NA,11,71,10,2,32,4,5,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,15,66,277,2,0,NA,0,NA,0,0,0,0,NA,1,NA,39,129,17,2,32,4,6,11,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,16,66,278,2,0,NA,0,NA,0,0,0,0,NA,1,NA,38,139,17,2,32,4,7,10,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,17,66,281,2,0,NA,0,NA,1,0,1,0,NA,1,NA,49,111,19,2,32,4,6,13,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,18,63,249,2,0,NA,1,3,0,0,0,0,NA,1,NA,41,102,18,2,32,4,7,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,19,59,161,2,0,NA,0,NA,0,0,0,0,NA,1,NA,19,72,12,2,22,4,6,11,8,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,20,72,380,2,0,NA,0,NA,0,0,0,0,NA,1,NA,59,152,18,2,32,4,6,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,21,66,250,2,0,NA,1,3,0,NA,0,0,NA,1,NA,25,110,10,2,32,4,5,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,22,63,211,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,27,101,15,2,32,4,6,13,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,23,68,310,2,0,NA,1,3,0,NA,1,0,NA,1,NA,56,127,18,2,32,4,5,11,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,24,59,173,1,0,NA,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,1,4,5,11,5,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,25,65,245,1,2,33,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,32,4,6,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,26,63,219,1,0,0,0,NA,0,NA,0,0,NA,1,2,NA,NA,NA,NA,26,4,6,13,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,27,67,296,1,1,9,0,NA,0,NA,1,0,NA,1,3,NA,NA,NA,NA,32,4,6,12,8,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,28,53,147,2,1,NA,0,NA,1,NA,1,0,NA,1,NA,8,NA,5,1,1,4,6,11,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,29,63,209,2,0,NA,0,NA,0,NA,0,NA,NA,1,NA,24,69,15,2,33,4,5,12,8,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Little Togiak River,217,4,3,1602,06/24/61,7/11/1961,8,17:00,NA,30,50,93,1,0,NA,0,NA,0,NA,0,0,NA,1,2,NA,NA,NA,NA,NA,4,6,12,9,NA,"most fish dark, some with silver ventral tissue. Insect food consists primarily of winged midges and biting midges, plus larvae and pupae",10
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,1,76,403,2,5,99,0,NA,0,2,0,0,NA,1,NA,24,NA,10,4,33,4,6,12,9,NA,"weight of schisto = 1.11, ova being absorbed",NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,2,60,157,1,0,NA,0,NA,0,NA,0,4,NA,3,2,NA,NA,NA,NA,22,4,6,12,8,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,3,62,200,2,1,27,0,NA,0,0,0,0,NA,1,NA,10,101,10,2,33,4,5,12,9,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,4,61,175,1,0,NA,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,23,1,5,13,8,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,5,37,30,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,32,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,6,34,26,2,0,NA,0,NA,0,NA,1,0,NA,1,NA,1,NA,1,1,33,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,7,30,17,1,0,NA,0,NA,0,NA,0,0,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,8,35,28,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,9,32,21,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,10,32,24,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,11,34,26,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,12,35,27,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,13,34,25,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,14,35,28,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,21,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,15,34,28,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,31,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,16,30,19,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,33,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,17,35,30,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,18,35,28,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,19,34,27,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,33,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,20,28,15,1,0,NA,0,NA,0,NA,0,0,NA,1,3,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
Pike Bay Aleknagik,216,1,8,0750,06/25/61,9/19/1961,3,13:45,59,21,31,54,2,0,NA,0,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,1,75,331,2,1,25,0,NA,0,0,0,0,NA,1,NA,18,NA,10,5,33,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,2,54,115,2,2,10,0,NA,0,0,1,0,NA,1,NA,1,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,3,57,154,1,1,14,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,4,59,193,1,4,39,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,5,54,116,1,0,0,0,NA,0,0,1,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,6,60,176,2,0,0,0,NA,0,0,0,0,NA,1,NA,2,NA,5,1,31,1,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,7,60,141,11,0,0,0,NA,0,0,1,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,8,55,138,1,2,17,0,NA,0,0,3,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,9,57,120,1,0,0,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,10,69,251,1,1,32,0,NA,0,0,1,0,NA,1,3,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,11,57,136,2,0,0,0,NA,0,0,0,0,NA,1,NA,2,NA,5,1,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,12,65,245,1,1,12,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,13,56,134,1,0,0,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,14,64,189,2,0,0,0,NA,0,0,0,0,NA,1,NA,5,NA,5,2,33,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,15,65,233,2,3,38,0,NA,0,0,0,0,NA,1,NA,6,NA,5,2,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,16,71,351,2,3,56,0,NA,0,0,0,0,NA,1,NA,40,100,18,5,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,17,60,203,1,4,52,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,18,58,135,1,0,0,0,NA,0,0,1,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,19,65,191,2,1,2,0,NA,0,0,1,0,NA,1,NA,4,NA,5,2,33,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,20,68,241,1,1,19,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,21,56,140,1,1,3,1,3,0,0,0,0,NA,1,2,NA,NA,NA,NA,21,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,22,61,179,1,0,0,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,23,60,139,2,0,0,0,NA,0,0,0,0,NA,1,NA,3,NA,5,2,31,3,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,24,62,202,2,2,39,0,NA,0,0,0,0,NA,1,NA,4,NA,5,2,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,25,70,259,2,0,0,0,NA,0,0,1,0,NA,1,NA,4,NA,5,2,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,26,60,200,1,3,11,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,27,69,211,1,1,10,0,NA,0,0,1,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,28,59,159,2,0,0,0,NA,1,0,0,0,NA,1,NA,5,NA,5,2,31,2,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,29,57,168,1,4,31,0,NA,0,0,0,0,NA,1,3,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,30,55,138,2,1,12,0,NA,0,0,0,0,NA,1,NA,3,NA,5,2,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,1,73,319,2,1,44,0,NA,0,0,1,0,NA,1,NA,12,NA,10,5,21,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,2,58,142,2,1,2,0,NA,0,0,1,0,NA,1,NA,2,NA,5,2,33,3,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,3,64,216,1,1,6,0,NA,0,0,1,0,NA,1,2,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,4,67,251,1,3,33,0,NA,0,0,0,0,NA,1,2,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,
"Off Bear Bay Pt, Aleknagik",85,1,6,442,09/04/1960,1.26,1,21:45,52,5,61,152,2,0,0,0,NA,0,0,0,0,NA,1,NA,4,NA,5,2,33,4,NA,NA,NA,NA,NA,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,1,70,318,1,1,32,1,3,1,NA,2,0,NA,2,2,NA,NA,NA,NA,37,4,5,12,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,2,53,116,1,0,0,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,33,4,5,13,10,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,3,65,213,1,0,0,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,36,3,6,12,9,5,All fish dark body color; Eggs fertile in 1/2 epiboly,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,4,51,97,1,0,0,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,36,3,7,11,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,5,52,97,1,0,0,0,NA,0,NA,2,0,NA,2,2,NA,NA,NA,NA,33,4,6,11,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,6,64,228,2,1,31,0,NA,0,0,0,0,NA,1,NA,17,108,10,2,36,3,7,12,8,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,7,68,208,1,0,0,0,NA,0,NA,0,0,NA,2,1,NA,NA,NA,NA,24,4,6,13,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,8,63,200,1,2,7,0,NA,0,NA,0,0,NA,2,2,NA,NA,NA,NA,36,4,6,12,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,9,51,101,1,0,0,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,37,4,6,12,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,10,48,88,1,0,0,0,NA,0,NA,0,0,NA,2,2,NA,NA,NA,NA,22,4,6,10,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,11,59,189,2,2,38,0,NA,0,0,0,0,NA,1,NA,25,74,15,2,1,4,7,11,8,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,12,58,160,1,0,0,0,NA,0,NA,0,4,NA,3,1,NA,NA,NA,NA,36,4,6,12,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,13,67,222,1,0,0,1,8,0,NA,0,0,NA,3,2,NA,NA,NA,NA,36,4,5,12,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,14,62,217,2,0,0,0,NA,0,0,1,0,NA,1,NA,45,109,17,2,22,4,6,12,8,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,15,61,201,2,0,0,0,NA,0,0,2,0,NA,1,NA,28,85,13,2,23,3,9,12,8,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,16,54,127,1,0,0,0,NA,0,NA,0,0,NA,2,1,NA,NA,NA,NA,24,3,5,12,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,17,60,190,1,0,0,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,36,1,6,12,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,18,56,140,1,0,0,0,NA,0,NA,0,0,NA,3,2,NA,NA,NA,NA,22,4,5,11,10,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,19,58,159,1,0,0,0,NA,1,NA,0,3,NA,2,2,NA,NA,NA,NA,22,3,7,13,9,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,20,71,269,1,0,0,0,NA,0,NA,1,0,NA,3,2,NA,NA,NA,NA,37,4,6,12,10,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,21,55,122,1,0,0,0,NA,0,NA,0,0,NA,3,1,NA,NA,NA,NA,37,4,6,11,8,NA,All fish dark body color,
Pike Bay Aleknagik,208,1,8,750,06/13/1961,7/8/1961,3,14:00,54,22,67,229,1,0,0,1,3,0,NA,0,0,NA,3,2,NA,NA,NA,NA,37,4,6,12,9,NA,All fish dark body color,
